crm_id,cust_id,lifecycle_stage,customer_manager,vip_tier,churn_risk_score,last_contact_date,contact_preference
CRM166313,C006578,成熟期,李娟,金卡,0,2026-06-18,邮件
CRM094455,C006579,沉睡期,周涛,普通,66,2026-02-21,短信
CRM714578,C006580,成熟期,赵敏,金卡,0,2026-06-18,邮件
CRM132653,C006581,成熟期,李娟,普通,20,2026-06-11,邮件
CRM690712,C006582,成长期,刘志强,金卡,0,2026-06-15,短信
CRM252251,C006583,成长期,郑刚,金卡,6,2026-06-12,APP Push
CRM205141,C006584,沉睡期,马晓雯,普通,56,2026-03-21,短信
CRM589333,C006585,新户,罗玲,金卡,1,2026-07-11,APP Push
CRM119231,C006586,成熟期,孙磊,金卡,0,2026-06-17,邮件
CRM835954,C006587,成长期,刘志强,普通,0,2026-07-02,邮件
CRM074704,C006588,成长期,黄海波,金卡,0,2026-05-20,电话
CRM096258,C006589,成熟期,刘志强,钻石,8,2025-10-19,APP Push
CRM128797,C006590,成熟期,张伟,金卡,27,2025-08-12,短信
CRM705283,C006591,成熟期,吴芳,钻石,6,2026-07-03,电话
CRM519599,C006592,成熟期,王建国,金卡,0,2026-07-05,APP Push
CRM698789,C006593,成熟期,刘志强,白金,10,2026-06-06,APP Push
CRM352318,C006594,成熟期,黄海波,白金,9,2026-05-19,APP Push
CRM758451,C006595,成熟期,刘志强,金卡,0,2026-06-20,APP Push
CRM129476,C006596,沉睡期,陈晓燕,白金,55,2025-09-12,短信
CRM230542,C006597,成熟期,刘志强,金卡,19,2025-11-18,APP Push
CRM405751,C006598,成熟期,何志明,金卡,6,2026-07-08,邮件
CRM895859,C006599,成长期,张伟,金卡,24,2025-08-14,APP Push
CRM996747,C006600,成熟期,赵敏,白金,0,2026-05-26,APP Push
CRM363502,C006601,成熟期,罗玲,金卡,0,2026-06-22,短信
CRM633496,C006602,成熟期,罗玲,普通,3,2026-05-20,邮件
CRM483624,C006603,成熟期,孙磊,普通,0,2026-06-05,短信
CRM588251,C006604,沉睡期,刘志强,普通,78,2025-07-30,短信
CRM927662,C006605,成长期,郑刚,金卡,10,2026-05-26,邮件
CRM418090,C006606,成熟期,黄海波,金卡,9,2026-07-11,短信
CRM512873,C006607,成熟期,李娟,金卡,10,2026-06-19,邮件
CRM660395,C006608,成熟期,吴芳,白金,20,2026-02-01,APP Push
CRM042086,C006609,成熟期,孙磊,普通,10,2026-05-29,APP Push
CRM281341,C006610,成熟期,罗玲,普通,4,2026-05-29,APP Push
CRM791558,C006611,成熟期,林雪梅,金卡,28,2026-05-26,电话
CRM479931,C006612,沉睡期,吴芳,金卡,73,2026-01-25,邮件
CRM072322,C006613,成熟期,李娟,白金,0,2026-06-01,APP Push
CRM533251,C006614,成熟期,林雪梅,普通,8,2026-06-02,短信
CRM093916,C006615,成熟期,刘志强,白金,17,2025-08-18,APP Push
CRM767157,C006616,成熟期,马晓雯,白金,13,2026-07-07,APP Push
CRM082564,C006617,沉睡期,李娟,普通,64,2025-12-09,短信
CRM145757,C006618,成熟期,李娟,金卡,0,2026-06-25,电话
CRM501864,C006619,新户,郑刚,金卡,13,2026-06-09,短信
CRM346515,C006620,成熟期,何志明,白金,0,2026-07-01,短信
CRM130423,C006621,成熟期,钱丽华,普通,0,2026-07-09,电话
CRM352748,C006622,沉睡期,吴芳,白金,68,2026-04-09,APP Push
CRM388439,C006623,沉睡期,李娟,金卡,60,2025-10-21,APP Push
CRM473252,C006624,成熟期,刘志强,普通,9,2026-06-16,APP Push
CRM091191,C006625,成熟期,罗玲,金卡,0,2026-05-30,邮件
CRM908225,C006626,沉睡期,孙磊,金卡,60,2025-07-31,APP Push
CRM701053,C006627,成熟期,吴芳,金卡,4,2026-06-24,APP Push
CRM303249,C006628,成熟期,林雪梅,普通,0,2026-07-09,APP Push
CRM030821,C006629,沉睡期,孙磊,钻石,58,2025-10-17,电话
CRM544283,C006630,成熟期,钱丽华,金卡,0,2026-07-07,APP Push
CRM036314,C006631,成熟期,黄海波,金卡,21,2025-09-28,APP Push
CRM649119,C006632,成熟期,吴芳,普通,9,2026-05-26,电话
CRM405641,C006633,成长期,刘志强,金卡,33,2025-08-23,短信
CRM763260,C006634,成熟期,刘志强,白金,0,2026-07-04,邮件
CRM689319,C006635,成熟期,何志明,普通,0,2026-06-02,短信
CRM393595,C006636,成长期,赵敏,普通,0,2026-07-11,APP Push
CRM362601,C006637,成熟期,马晓雯,普通,0,2026-07-13,短信
CRM482903,C006638,成熟期,刘志强,白金,6,2026-06-16,短信
CRM951553,C006639,成长期,刘志强,普通,0,2026-05-19,APP Push
CRM839069,C006640,成熟期,钱丽华,白金,4,2026-05-31,APP Push
CRM356573,C006641,成长期,刘志强,普通,2,2026-06-19,短信
CRM432000,C006642,成熟期,张伟,金卡,0,2026-05-29,短信
CRM844222,C006643,成熟期,钱丽华,白金,0,2026-07-11,APP Push
CRM298496,C006644,成熟期,何志明,普通,4,2026-06-15,短信
CRM113832,C006645,新户,马晓雯,普通,12,2026-06-14,邮件
CRM909954,C006646,沉睡期,钱丽华,白金,60,2026-01-19,电话
CRM764568,C006647,成熟期,陈晓燕,普通,0,2026-05-24,短信
CRM038967,C006648,成熟期,张伟,白金,7,2026-06-17,APP Push
CRM439919,C006649,成熟期,何志明,白金,0,2026-06-06,短信
CRM989664,C006650,新户,陈晓燕,普通,8,2026-06-01,APP Push
CRM549353,C006651,沉睡期,马晓雯,金卡,68,2025-12-06,APP Push
CRM647553,C006652,成熟期,吴芳,普通,9,2026-05-25,短信
CRM561021,C006653,成熟期,赵敏,普通,7,2026-07-14,APP Push
CRM993148,C006654,成熟期,罗玲,金卡,26,2026-03-21,电话
CRM958696,C006655,成长期,孙磊,普通,0,2026-05-27,APP Push
CRM285513,C006656,成熟期,罗玲,普通,0,2026-06-23,短信
CRM461243,C006657,成长期,郑刚,金卡,9,2026-06-19,APP Push
CRM987300,C006658,沉睡期,孙磊,钻石,55,2026-03-10,短信
CRM023443,C006659,新户,刘志强,金卡,17,2026-05-28,邮件
CRM890141,C006660,成长期,郑刚,普通,18,2026-04-09,短信
CRM069061,C006661,成长期,王建国,金卡,4,2026-06-21,邮件
CRM931502,C006662,成熟期,赵敏,金卡,0,2026-06-26,APP Push
CRM380094,C006663,成长期,张伟,普通,34,2026-01-06,APP Push
CRM472239,C006664,成熟期,林雪梅,金卡,10,2026-06-21,APP Push
CRM627014,C006665,成熟期,马晓雯,普通,10,2026-05-16,邮件
CRM103466,C006666,成熟期,罗玲,普通,2,2026-05-16,短信
CRM747670,C006667,成长期,吴芳,金卡,0,2026-06-15,短信
CRM984977,C006668,成熟期,吴芳,白金,0,2026-07-01,APP Push
CRM618260,C006669,成熟期,赵敏,钻石,0,2026-06-24,APP Push
CRM254694,C006670,成长期,何志明,白金,0,2026-07-06,短信
CRM774337,C006671,沉睡期,刘志强,金卡,55,2025-08-22,电话
CRM468364,C006672,成长期,张伟,普通,0,2026-06-30,电话
CRM219228,C006673,成熟期,马晓雯,普通,0,2026-06-22,短信
CRM663229,C006674,成熟期,罗玲,普通,7,2026-06-04,APP Push
CRM960414,C006675,沉睡期,马晓雯,金卡,69,2026-03-27,电话
CRM644822,C006676,成熟期,黄海波,普通,23,2025-10-24,APP Push
CRM773355,C006677,成熟期,林雪梅,白金,0,2026-07-09,电话
CRM590404,C006678,新户,钱丽华,金卡,3,2026-06-01,邮件
CRM367332,C006679,成长期,孙磊,普通,0,2026-05-29,APP Push
CRM969525,C006680,成熟期,罗玲,普通,4,2026-06-23,APP Push
CRM418557,C006681,成熟期,刘志强,金卡,0,2026-07-14,APP Push
CRM373744,C006682,成长期,郑刚,金卡,25,2025-09-03,电话
CRM995924,C006683,沉睡期,李娟,金卡,63,2025-10-22,短信
CRM031892,C006684,新户,赵敏,白金,17,2026-06-20,短信
CRM581776,C006685,成熟期,刘志强,普通,0,2026-07-05,电话
CRM659656,C006686,成熟期,钱丽华,普通,0,2026-05-26,短信
CRM220623,C006687,成熟期,王建国,金卡,0,2026-06-08,电话
CRM998827,C006688,新户,何志明,白金,5,2026-07-09,邮件
CRM840870,C006689,成长期,陈晓燕,普通,5,2026-06-12,短信
CRM955657,C006690,成熟期,罗玲,金卡,1,2026-06-19,邮件
CRM748692,C006691,成熟期,钱丽华,金卡,1,2026-06-26,短信
CRM315546,C006692,成熟期,罗玲,金卡,0,2026-06-09,短信
CRM831844,C006693,新户,吴芳,金卡,19,2026-07-13,APP Push
CRM362664,C006694,成熟期,周涛,白金,6,2026-06-23,短信
CRM126185,C006695,成熟期,陈晓燕,金卡,6,2026-06-15,APP Push
CRM300142,C006696,成熟期,李娟,白金,17,2026-06-07,APP Push
CRM423999,C006697,沉睡期,张伟,金卡,57,2026-04-07,短信
CRM234785,C006698,沉睡期,周涛,普通,62,2025-12-19,APP Push
CRM806580,C006699,成熟期,赵敏,白金,0,2026-07-09,APP Push
CRM178070,C006700,成长期,黄海波,普通,35,2026-03-13,电话
CRM698310,C006701,成熟期,马晓雯,金卡,0,2026-07-09,APP Push
CRM709242,C006702,成长期,罗玲,白金,3,2026-06-23,APP Push
CRM104034,C006703,成熟期,周涛,普通,5,2026-06-26,APP Push
CRM168324,C006704,成熟期,李娟,普通,6,2026-07-02,APP Push
CRM643679,C006705,成熟期,何志明,金卡,7,2026-06-18,短信
CRM948263,C006706,沉睡期,孙磊,普通,72,2026-03-30,APP Push
CRM676280,C006707,成熟期,罗玲,白金,35,2026-02-19,APP Push
CRM290771,C006708,成长期,黄海波,金卡,28,2025-07-16,邮件
CRM714862,C006709,成长期,刘志强,白金,11,2026-07-05,邮件
CRM012789,C006710,成长期,张伟,普通,27,2025-11-12,APP Push
CRM710651,C006711,成熟期,赵敏,普通,0,2026-06-07,APP Push
CRM507748,C006712,成熟期,钱丽华,普通,13,2026-06-08,APP Push
CRM412766,C006713,沉睡期,孙磊,金卡,74,2026-02-11,APP Push
CRM422846,C006714,成长期,罗玲,普通,0,2026-05-21,APP Push
CRM796173,C006715,新户,马晓雯,白金,7,2026-06-29,邮件
CRM350455,C006716,沉睡期,李娟,普通,64,2026-03-15,邮件
CRM055466,C006717,成长期,张伟,白金,18,2025-12-15,APP Push
CRM126058,C006718,沉睡期,何志明,金卡,74,2025-12-10,APP Push
CRM927425,C006719,成熟期,林雪梅,金卡,2,2026-06-23,短信
CRM627531,C006720,成熟期,王建国,金卡,7,2026-05-21,邮件
CRM007097,C006721,沉睡期,王建国,普通,70,2026-01-14,邮件
CRM272585,C006722,成熟期,郑刚,普通,5,2026-06-21,电话
CRM977544,C006723,成熟期,马晓雯,金卡,0,2026-07-05,短信
CRM191219,C006724,成熟期,周涛,金卡,5,2026-05-23,电话
CRM652539,C006725,成长期,马晓雯,金卡,5,2026-05-31,APP Push
CRM288970,C006726,成长期,郑刚,普通,7,2026-06-08,APP Push
CRM433895,C006727,成熟期,陈晓燕,普通,0,2026-07-09,APP Push
CRM256255,C006728,新户,赵敏,金卡,11,2026-07-06,邮件
CRM863897,C006729,沉睡期,刘志强,金卡,63,2026-02-17,短信
CRM766630,C006730,成长期,李娟,普通,5,2026-07-04,短信
CRM432930,C006731,成熟期,钱丽华,普通,0,2026-05-23,短信
CRM110396,C006732,成熟期,李娟,白金,13,2026-05-23,APP Push
CRM650972,C006733,成熟期,黄海波,金卡,0,2026-07-08,短信
CRM247513,C006734,成熟期,张伟,白金,6,2026-06-10,电话
CRM217657,C006735,成熟期,钱丽华,白金,1,2026-05-16,APP Push
CRM223300,C006736,成熟期,刘志强,普通,0,2026-05-18,APP Push
CRM143337,C006737,成熟期,何志明,金卡,17,2025-07-18,短信
CRM148816,C006738,成熟期,陈晓燕,金卡,0,2026-05-20,APP Push
CRM430792,C006739,成熟期,钱丽华,白金,4,2026-06-01,短信
CRM179758,C006740,成熟期,林雪梅,白金,15,2026-05-30,APP Push
CRM400868,C006741,成长期,钱丽华,钻石,11,2026-05-22,短信
CRM762023,C006742,成长期,刘志强,普通,6,2026-07-06,APP Push
CRM738083,C006743,成熟期,钱丽华,白金,0,2026-06-30,APP Push
CRM849758,C006744,成熟期,林雪梅,金卡,33,2025-09-08,电话
CRM371902,C006745,成长期,林雪梅,金卡,10,2026-06-09,APP Push
CRM667980,C006746,沉睡期,马晓雯,钻石,62,2025-11-13,APP Push
CRM858416,C006747,沉睡期,吴芳,金卡,75,2025-09-15,短信
CRM647445,C006748,成长期,何志明,白金,14,2026-07-01,电话
CRM367282,C006749,沉睡期,陈晓燕,普通,62,2025-08-01,短信
CRM596533,C006750,沉睡期,刘志强,白金,65,2026-02-03,APP Push
CRM758848,C006751,成熟期,王建国,金卡,0,2026-07-07,APP Push
CRM951533,C006752,成熟期,何志明,普通,10,2026-06-12,电话
CRM408168,C006753,成熟期,孙磊,普通,8,2026-07-03,APP Push
CRM756229,C006754,成长期,李娟,普通,1,2026-06-25,APP Push
CRM510569,C006755,成熟期,赵敏,白金,21,2025-12-01,短信
CRM079653,C006756,成熟期,赵敏,金卡,0,2026-06-27,APP Push
CRM981130,C006757,成熟期,张伟,白金,0,2026-07-01,APP Push
CRM328104,C006758,成熟期,孙磊,普通,10,2026-07-08,APP Push
CRM791269,C006759,成熟期,周涛,金卡,26,2026-06-17,APP Push
CRM248978,C006760,成熟期,郑刚,钻石,5,2026-06-17,邮件
CRM257831,C006761,成熟期,王建国,金卡,0,2026-06-29,电话
CRM306894,C006762,成熟期,陈晓燕,普通,10,2026-05-20,APP Push
CRM959779,C006763,成熟期,王建国,普通,3,2026-06-03,APP Push
CRM873920,C006764,成熟期,马晓雯,钻石,9,2026-06-17,短信
CRM302663,C006765,沉睡期,吴芳,普通,74,2025-08-07,APP Push
CRM577071,C006766,成熟期,罗玲,普通,0,2026-06-28,电话
CRM463672,C006767,成熟期,孙磊,普通,2,2026-05-23,APP Push
CRM431325,C006768,成熟期,陈晓燕,普通,0,2026-06-26,短信
CRM122893,C006769,沉睡期,周涛,金卡,65,2026-03-31,邮件
CRM294354,C006770,成长期,王建国,金卡,10,2026-06-21,短信
CRM212963,C006771,成熟期,李娟,钻石,0,2026-06-24,APP Push
CRM837153,C006772,成长期,郑刚,金卡,0,2026-07-07,APP Push
CRM273922,C006773,新户,马晓雯,金卡,19,2026-07-01,短信
CRM926845,C006774,成熟期,吴芳,白金,7,2026-06-24,APP Push
CRM691250,C006775,成熟期,孙磊,普通,0,2026-05-24,电话
CRM426534,C006776,沉睡期,吴芳,金卡,68,2026-04-08,电话
CRM427268,C006777,成熟期,吴芳,白金,2,2026-05-31,短信
CRM979022,C006778,成长期,孙磊,金卡,8,2026-06-21,短信
CRM440412,C006779,新户,马晓雯,金卡,17,2026-05-20,短信
CRM446659,C006780,沉睡期,何志明,金卡,87,2026-03-19,APP Push
CRM783545,C006781,成熟期,王建国,白金,0,2026-07-12,短信
CRM465397,C006782,成熟期,周涛,金卡,1,2026-07-13,短信
CRM453772,C006783,成熟期,王建国,金卡,8,2026-07-04,APP Push
CRM222357,C006784,成熟期,罗玲,普通,25,2026-02-19,短信
CRM525138,C006785,成熟期,陈晓燕,金卡,0,2026-07-03,短信
CRM628554,C006786,沉睡期,陈晓燕,钻石,72,2025-07-24,邮件
CRM979006,C006787,新户,赵敏,普通,18,2026-05-24,短信
CRM844746,C006788,成熟期,马晓雯,金卡,0,2026-07-09,电话
CRM901544,C006789,成熟期,赵敏,白金,0,2026-05-24,短信
CRM906865,C006790,成熟期,郑刚,金卡,0,2026-06-04,APP Push
CRM347616,C006791,成熟期,孙磊,普通,0,2026-06-01,APP Push
CRM637500,C006792,成熟期,马晓雯,白金,0,2026-07-01,APP Push
CRM352172,C006793,新户,陈晓燕,普通,17,2026-07-11,电话
CRM767649,C006794,成熟期,郑刚,普通,12,2026-06-04,短信
CRM627008,C006795,成熟期,林雪梅,普通,17,2026-05-30,短信
CRM055888,C006796,成熟期,吴芳,金卡,20,2025-07-17,邮件
CRM576883,C006797,成熟期,刘志强,普通,0,2026-07-05,电话
CRM688927,C006798,成熟期,罗玲,金卡,3,2026-07-03,APP Push
CRM574847,C006799,成熟期,王建国,金卡,0,2026-06-02,APP Push
CRM034251,C006800,成熟期,钱丽华,白金,9,2026-07-03,APP Push
CRM362253,C006801,成熟期,马晓雯,金卡,0,2026-06-21,APP Push
CRM747316,C006802,成熟期,周涛,白金,0,2026-05-20,APP Push
CRM225158,C006803,成长期,罗玲,金卡,32,2026-03-07,短信
CRM504086,C006804,沉睡期,刘志强,普通,72,2026-03-21,短信
CRM129738,C006805,成熟期,王建国,普通,6,2026-05-23,短信
CRM657005,C006806,成熟期,林雪梅,白金,9,2026-06-05,短信
CRM006561,C006807,成熟期,黄海波,金卡,27,2026-07-02,邮件
CRM536384,C006808,成熟期,罗玲,普通,8,2026-06-06,APP Push
CRM821639,C006809,成熟期,林雪梅,金卡,0,2026-06-23,邮件
CRM814548,C006810,成长期,郑刚,金卡,4,2026-07-03,APP Push
CRM203906,C006811,成熟期,马晓雯,金卡,10,2026-07-13,短信
CRM877424,C006812,成熟期,周涛,白金,1,2026-06-28,短信
CRM687532,C006813,成熟期,张伟,白金,1,2026-05-16,短信
CRM084395,C006814,成熟期,王建国,金卡,5,2026-06-11,邮件
CRM215123,C006815,成熟期,李娟,普通,0,2026-05-23,短信
CRM749085,C006816,成熟期,黄海波,普通,1,2026-06-14,短信
CRM861033,C006817,成熟期,赵敏,普通,30,2025-12-30,APP Push
CRM496912,C006818,成熟期,郑刚,白金,18,2026-07-02,APP Push
CRM867604,C006819,成长期,刘志强,普通,31,2025-11-01,电话
CRM733351,C006820,沉睡期,赵敏,金卡,74,2026-03-22,APP Push
CRM118836,C006821,沉睡期,王建国,普通,70,2026-03-07,APP Push
CRM892188,C006822,成长期,张伟,金卡,6,2026-05-16,APP Push
CRM528380,C006823,成熟期,林雪梅,钻石,0,2026-06-04,APP Push
CRM248229,C006824,成熟期,何志明,金卡,10,2026-07-05,APP Push
CRM373034,C006825,成熟期,何志明,普通,16,2025-10-18,APP Push
CRM989164,C006826,成长期,罗玲,白金,0,2026-07-03,邮件
CRM017348,C006827,成熟期,何志明,金卡,0,2026-05-31,APP Push
CRM191136,C006828,成熟期,赵敏,普通,5,2026-06-30,APP Push
CRM323989,C006829,成熟期,何志明,普通,3,2026-06-15,短信
CRM891505,C006830,成熟期,王建国,普通,3,2026-07-12,APP Push
CRM078463,C006831,沉睡期,林雪梅,普通,66,2025-09-29,APP Push
CRM928730,C006832,成熟期,王建国,普通,0,2026-06-21,APP Push
CRM734364,C006833,成长期,何志明,白金,34,2025-10-08,短信
CRM247639,C006834,成熟期,赵敏,金卡,18,2026-02-16,短信
CRM841822,C006835,成长期,赵敏,普通,20,2026-04-01,APP Push
CRM972483,C006836,成熟期,罗玲,金卡,0,2026-06-18,短信
CRM799681,C006837,成熟期,何志明,金卡,9,2026-05-30,APP Push
CRM423758,C006838,成熟期,罗玲,普通,14,2026-05-20,短信
CRM979312,C006839,成熟期,马晓雯,金卡,10,2026-06-03,短信
CRM604398,C006840,成熟期,林雪梅,金卡,0,2026-07-07,电话
CRM206867,C006841,成熟期,马晓雯,白金,0,2026-06-23,邮件
CRM091813,C006842,成长期,李娟,白金,0,2026-05-22,短信
CRM309660,C006843,成熟期,罗玲,白金,10,2026-05-19,APP Push
CRM333170,C006844,成长期,黄海波,普通,0,2026-05-29,APP Push
CRM391599,C006845,成熟期,钱丽华,普通,28,2026-06-27,电话
CRM530750,C006846,成熟期,吴芳,金卡,2,2026-07-10,短信
CRM266702,C006847,成熟期,吴芳,白金,3,2026-06-15,APP Push
CRM904661,C006848,成长期,陈晓燕,金卡,0,2026-06-07,APP Push
CRM480386,C006849,成熟期,钱丽华,普通,32,2025-08-27,邮件
CRM978062,C006850,成长期,孙磊,金卡,0,2026-06-24,APP Push
CRM564449,C006851,成熟期,张伟,金卡,3,2026-05-24,短信
CRM237461,C006852,沉睡期,赵敏,白金,69,2026-03-18,短信
CRM125598,C006853,新户,孙磊,普通,14,2026-07-08,短信
CRM283050,C006854,成熟期,王建国,白金,0,2026-05-16,APP Push
CRM831920,C006855,成熟期,赵敏,普通,8,2026-06-09,短信
CRM802302,C006856,成熟期,孙磊,金卡,0,2026-05-29,邮件
CRM821333,C006857,成熟期,罗玲,普通,0,2026-06-24,APP Push
CRM324421,C006858,成熟期,郑刚,白金,0,2026-07-01,短信
CRM806151,C006859,成熟期,吴芳,白金,6,2026-06-10,APP Push
CRM824778,C006860,成熟期,张伟,普通,0,2026-05-25,APP Push
CRM942226,C006861,成熟期,李娟,普通,17,2026-02-20,短信
CRM701027,C006862,成长期,罗玲,金卡,0,2026-06-29,邮件
CRM694458,C006863,成熟期,周涛,普通,0,2026-07-12,邮件
CRM029696,C006864,成熟期,赵敏,普通,0,2026-05-26,邮件
CRM842875,C006865,沉睡期,郑刚,金卡,56,2025-08-25,APP Push
CRM784937,C006866,成长期,罗玲,普通,6,2026-06-21,邮件
CRM387306,C006867,沉睡期,何志明,白金,67,2025-08-27,APP Push
CRM132220,C006868,成熟期,吴芳,金卡,5,2026-06-24,电话
CRM158011,C006869,成熟期,马晓雯,白金,8,2026-06-16,APP Push
CRM814908,C006870,成长期,周涛,白金,2,2026-06-04,APP Push
CRM306545,C006871,成熟期,吴芳,普通,0,2026-07-01,短信
CRM616553,C006872,成熟期,张伟,钻石,0,2026-05-17,APP Push
CRM419045,C006873,成熟期,周涛,白金,0,2026-06-03,APP Push
CRM191014,C006874,成熟期,李娟,白金,0,2026-06-30,短信
CRM572537,C006875,成熟期,赵敏,金卡,22,2026-05-16,邮件
CRM862853,C006876,成熟期,郑刚,金卡,0,2026-05-16,APP Push
CRM952438,C006877,成长期,郑刚,白金,23,2025-11-27,短信
CRM407415,C006878,成长期,周涛,金卡,0,2026-07-02,邮件
CRM586266,C006879,成熟期,黄海波,钻石,0,2026-06-08,邮件
CRM668691,C006880,沉睡期,林雪梅,普通,74,2026-03-28,短信
CRM499134,C006881,沉睡期,黄海波,白金,66,2025-11-17,APP Push
CRM321558,C006882,成长期,林雪梅,普通,25,2025-11-13,APP Push
CRM045147,C006883,成熟期,马晓雯,金卡,21,2026-04-06,APP Push
CRM988418,C006884,成熟期,林雪梅,普通,0,2026-06-15,电话
CRM034949,C006885,成熟期,刘志强,金卡,0,2026-07-10,APP Push
CRM940208,C006886,成熟期,刘志强,普通,6,2026-06-27,短信
CRM134128,C006887,成长期,孙磊,金卡,0,2026-07-14,APP Push
CRM382766,C006888,成熟期,周涛,普通,0,2026-05-27,APP Push
CRM282105,C006889,成熟期,陈晓燕,普通,10,2026-06-15,APP Push
CRM559193,C006890,成熟期,刘志强,普通,3,2026-05-26,APP Push
CRM572363,C006891,成长期,郑刚,普通,18,2026-05-18,短信
CRM196944,C006892,成熟期,王建国,普通,19,2026-07-11,电话
CRM585797,C006893,成长期,李娟,白金,6,2026-05-21,APP Push
CRM339804,C006894,成熟期,王建国,金卡,35,2025-12-23,短信
CRM199356,C006895,成熟期,马晓雯,普通,0,2026-05-16,短信
CRM010177,C006896,成熟期,何志明,白金,5,2026-06-05,APP Push
CRM518178,C006897,成长期,林雪梅,白金,22,2025-09-05,APP Push
CRM692729,C006898,成熟期,黄海波,普通,7,2026-06-09,短信
CRM880781,C006899,成熟期,孙磊,普通,7,2026-07-11,APP Push
CRM830391,C006900,成熟期,林雪梅,白金,9,2026-07-14,短信
CRM218920,C006901,成熟期,孙磊,金卡,4,2026-06-20,短信
CRM493524,C006902,成长期,孙磊,普通,32,2026-01-14,APP Push
CRM317428,C006903,成熟期,李娟,金卡,1,2026-07-05,短信
CRM570710,C006904,成熟期,周涛,金卡,4,2026-05-27,APP Push
CRM683049,C006905,成熟期,钱丽华,金卡,10,2026-06-29,邮件
CRM217542,C006906,成熟期,张伟,金卡,22,2025-10-01,短信
CRM907766,C006907,成熟期,吴芳,金卡,0,2026-06-08,邮件
CRM170896,C006908,沉睡期,刘志强,普通,68,2026-01-16,短信
CRM562081,C006909,沉睡期,黄海波,普通,75,2026-04-02,短信
CRM311710,C006910,成熟期,郑刚,金卡,0,2026-07-14,APP Push
CRM991710,C006911,成熟期,赵敏,普通,10,2026-05-18,邮件
CRM933761,C006912,成熟期,何志明,金卡,5,2026-05-29,短信
CRM560041,C006913,成熟期,张伟,白金,2,2026-05-19,短信
CRM296209,C006914,成熟期,周涛,白金,0,2026-07-12,短信
CRM081134,C006915,成熟期,罗玲,金卡,10,2026-06-27,APP Push
CRM311286,C006916,成长期,李娟,钻石,3,2026-05-31,APP Push
CRM364254,C006917,成熟期,黄海波,金卡,18,2026-07-05,APP Push
CRM801790,C006918,成熟期,吴芳,金卡,42,2026-03-17,短信
CRM753100,C006919,成熟期,吴芳,钻石,0,2026-06-07,APP Push
CRM328130,C006920,成熟期,王建国,普通,0,2026-06-13,APP Push
CRM690474,C006921,成长期,吴芳,白金,0,2026-05-19,APP Push
CRM315274,C006922,成长期,李娟,金卡,5,2026-07-06,APP Push
CRM515386,C006923,成熟期,李娟,金卡,24,2026-05-26,邮件
CRM580310,C006924,成熟期,郑刚,普通,33,2025-08-24,短信
CRM913520,C006925,成熟期,何志明,金卡,3,2026-06-26,APP Push
CRM766440,C006926,成熟期,刘志强,普通,0,2026-05-16,邮件
CRM088747,C006927,成熟期,赵敏,普通,18,2025-10-15,APP Push
CRM179387,C006928,成熟期,钱丽华,金卡,1,2026-05-21,APP Push
CRM372623,C006929,成熟期,钱丽华,金卡,10,2026-07-08,短信
CRM670628,C006930,新户,刘志强,白金,13,2026-06-20,邮件
CRM616717,C006931,成熟期,马晓雯,普通,0,2026-06-24,APP Push
CRM374978,C006932,沉睡期,孙磊,普通,55,2026-03-19,APP Push
CRM091128,C006933,成熟期,周涛,金卡,0,2026-06-13,APP Push
CRM699029,C006934,成熟期,刘志强,普通,0,2026-07-06,APP Push
CRM394063,C006935,成熟期,罗玲,金卡,0,2026-06-17,短信
CRM092640,C006936,成熟期,王建国,白金,15,2025-08-24,APP Push
CRM548593,C006937,成熟期,吴芳,金卡,2,2026-06-03,短信
CRM946955,C006938,成长期,钱丽华,金卡,0,2026-05-29,APP Push
CRM257039,C006939,成长期,刘志强,钻石,0,2026-06-21,邮件
CRM604572,C006940,成熟期,陈晓燕,金卡,0,2026-06-21,APP Push
CRM333151,C006941,成熟期,陈晓燕,普通,7,2026-06-19,APP Push
CRM997518,C006942,沉睡期,孙磊,钻石,56,2026-02-13,APP Push
CRM628311,C006943,沉睡期,林雪梅,普通,70,2025-08-15,APP Push
CRM720677,C006944,成熟期,孙磊,白金,0,2026-07-11,APP Push
CRM968221,C006945,成熟期,马晓雯,普通,35,2025-11-10,短信
CRM610181,C006946,新户,王建国,白金,7,2026-07-02,邮件
CRM550112,C006947,成熟期,周涛,普通,5,2026-05-23,短信
CRM242330,C006948,新户,罗玲,白金,6,2026-07-05,APP Push
CRM520211,C006949,成长期,林雪梅,白金,1,2026-07-12,邮件
CRM886726,C006950,成熟期,王建国,金卡,3,2026-07-07,APP Push
CRM931789,C006951,成熟期,林雪梅,普通,0,2026-05-18,APP Push
CRM838547,C006952,成长期,刘志强,金卡,0,2026-05-17,APP Push
CRM828642,C006953,成熟期,李娟,白金,6,2026-06-12,短信
CRM299460,C006954,成熟期,周涛,普通,0,2026-07-02,邮件
CRM167684,C006955,成熟期,孙磊,金卡,9,2026-07-01,短信
CRM382137,C006956,成熟期,周涛,金卡,0,2026-06-05,邮件
CRM303485,C006957,成熟期,林雪梅,普通,28,2026-06-11,电话
CRM323536,C006958,成熟期,刘志强,金卡,0,2026-06-15,APP Push
CRM228766,C006959,成熟期,钱丽华,白金,9,2026-06-16,短信
CRM294764,C006960,成熟期,黄海波,白金,9,2026-06-02,APP Push
CRM857418,C006961,成熟期,刘志强,普通,0,2026-05-17,APP Push
