cust_id,value_annual_consumption,value_monthly_avg_consumption,value_max_single_transaction,value_transaction_count_12m,value_installment_contribution_12m,risk_overdue_status,risk_history_overdue_count_6m,risk_min_payment_frequency_6m,long_term_90d_total_consumption,long_term_90d_txn_count,long_term_90d_max_single,long_term_90d_active_days,long_term_90d_activity_score,long_term_90d_dormancy_risk,long_term_90d_significant_signals,long_term_90d_monthly_avg_90d,mid_term_30d_total_consumption,mid_term_30d_txn_count,mid_term_30d_max_single,mid_term_30d_active_days,mid_term_30d_consumption_trend,mid_term_30d_trend_change_pct,short_term_7d_total_consumption,short_term_7d_txn_count,short_term_7d_active_days,short_term_7d_avg_daily_spend,realtime_signal_count,realtime_has_high_value_txn
C007266,147385.85,12282.15,30952.03,328,20144.61,M0,0,0,30868.74,82,7738.01,49,64,low,,10289.58,11764.38,28,3095.2,17,stable,9.8,3378.82,7,4,482.69,0,False
C007267,127718.95,10643.25,10797.66,207,7685.98,M2,2,4,26407.2,51,2699.41,30,44,medium,,8802.4,9148.88,17,1079.77,10,stable,-0.3,1826.74,4,2,260.96,0,False
C007268,24030.05,2002.5,1681.62,16,3459.63,M0,0,0,3916.17,4,420.4,2,4,high,"活跃度骤降,沉睡预警",1305.39,1611.74,1,168.16,0,up,22.0,414.86,0,0,59.27,0,False
C007269,206730.24,17227.52,15367.38,189,15944.14,M0,0,0,90183.83,61,3841.84,36,64,low,,30061.28,26464.6,21,1536.74,12,stable,-16.5,4994.34,5,3,713.48,1,True
C007270,39061.76,3255.15,4551.86,186,5410.31,M1,1,0,13199.4,46,1137.97,27,33,medium,,4399.8,3970.26,16,455.19,9,stable,-5.5,1136.89,4,2,162.41,1,False
C007271,93780.53,7815.04,19110.63,71,7311.69,M0,0,0,22044.78,17,4777.66,10,22,medium,活跃度骤降,7348.26,5684.05,5,1911.06,3,up,22.4,1337.13,1,0,191.02,0,False
C007272,35678.4,2973.2,1952.05,65,4173.93,M0,0,0,6988.81,16,488.01,9,12,high,"活跃度骤降,沉睡预警",2329.6,1737.6,5,195.21,3,stable,-11.5,532.93,1,0,76.13,0,False
C007273,76279.77,6356.65,21106.3,188,9768.44,M0,0,0,22420.53,56,5276.57,33,44,medium,,7473.51,5863.39,19,2110.63,11,stable,-12.0,1101.5,4,2,157.36,0,False
C007274,198664.65,16555.39,18323.03,155,19095.93,M0,0,1,65008.54,38,4580.76,22,51,low,,21669.51,20674.8,13,1832.3,7,stable,-15.2,3937.89,3,1,562.56,0,False
C007275,155294.07,12941.17,10882.03,119,23081.62,M0,0,1,49156.05,29,2720.51,17,45,medium,,16385.35,14643.05,10,1088.2,5,up,18.5,4339.3,2,1,619.9,0,False
C007276,42898.05,3574.84,12234.79,36,2181.47,M0,0,0,7621.26,9,3058.7,5,9,high,"活跃度骤降,沉睡预警",2540.42,2563.61,3,1223.48,1,stable,-1.0,628.77,0,0,89.82,0,False
C007277,142186.42,11848.87,34175.84,110,15273.2,M0,0,0,21435.77,27,8543.96,16,28,medium,活跃度骤降,7145.26,7931.1,9,3417.58,5,stable,-16.0,2371.9,2,1,338.84,0,False
C007278,45608.38,3800.7,12377.92,73,5351.61,M0,0,0,20022.03,23,3094.48,13,24,medium,活跃度骤降,6674.01,7188.82,8,1237.79,4,stable,-9.2,2195.42,2,1,313.63,1,False
C007279,93184.08,7765.34,18639.97,239,11864.14,M0,0,0,27158.91,59,4659.99,35,49,medium,,9052.97,7882.19,20,1864.0,12,stable,0.1,1754.8,5,3,250.69,0,False
C007280,266457.55,22204.8,24167.04,240,37402.55,M0,0,0,46595.56,60,6041.76,36,61,low,,15531.85,15160.3,21,2416.7,12,stable,0.0,3313.81,5,3,473.4,0,False
C007281,30900.83,2575.07,5062.54,29,4540.49,M0,0,0,9751.76,7,1265.64,4,9,high,"活跃度骤降,沉睡预警",3250.59,2931.28,2,506.25,1,stable,-13.9,549.0,0,0,78.43,0,False
C007282,170554.78,14212.9,41635.2,546,11220.02,M0,0,0,42112.82,136,10408.8,81,91,low,,14037.61,13772.42,47,4163.52,28,stable,-3.5,3832.98,11,7,547.57,0,False
C007283,77478.73,6456.56,9861.47,148,9223.89,M0,0,0,30550.02,48,2465.37,28,45,medium,,10183.34,12658.08,16,986.15,9,stable,-16.3,3103.74,4,2,443.39,0,False
C007284,43688.75,3640.73,4093.78,31,6334.96,M0,0,0,11432.16,7,1023.44,4,10,high,"活跃度骤降,沉睡预警",3810.72,3651.38,2,409.38,1,stable,-11.4,804.52,0,0,114.93,0,False
C007285,365510.79,30459.23,49733.6,411,22838.2,M0,0,0,96610.35,102,12433.4,61,87,low,,32203.45,26874.29,35,4973.36,21,stable,3.5,6797.19,8,5,971.03,0,False
C007286,27108.22,2259.02,3175.35,22,2933.54,M2,2,3,8662.78,5,793.84,3,8,high,"活跃度骤降,沉睡预警",2887.59,2354.77,1,317.53,1,stable,-14.8,461.07,0,0,65.87,0,False
C007287,114231.62,9519.3,30698.35,80,14261.64,M0,0,0,23421.34,20,7674.59,12,25,medium,活跃度骤降,7807.11,8229.89,7,3069.83,4,up,22.1,1721.88,1,1,245.98,0,False
C007288,40415.25,3367.94,9928.94,28,5152.07,M0,0,0,10935.49,7,2482.23,4,10,high,"活跃度骤降,沉睡预警",3645.16,3129.34,2,992.89,1,stable,-5.2,658.43,0,0,94.06,0,False
C007289,11171.36,930.95,2722.34,29,1663.78,M2,2,0,646.85,1,680.59,0,0,high,"活跃度骤降,沉睡预警",215.62,222.32,0,272.23,0,stable,3.0,61.47,0,0,8.78,0,False
C007290,183440.16,15286.68,28671.39,185,21352.66,M0,0,0,36893.36,46,7167.85,27,47,medium,,12297.79,15019.65,16,2867.14,9,stable,-8.7,4455.43,4,2,636.49,0,True
C007291,23071.61,1922.63,2504.34,25,3225.69,M0,0,0,6883.83,8,626.08,4,8,high,"活跃度骤降,沉睡预警",2294.61,1761.64,2,250.43,1,up,24.6,420.63,0,0,60.09,0,False
C007292,39348.68,3279.06,4538.62,50,4523.48,M0,0,0,6048.06,12,1134.66,7,10,high,"活跃度骤降,沉睡预警",2016.02,2741.87,4,453.86,2,stable,-14.7,541.37,1,0,77.34,0,False
C007293,41970.8,3497.57,5018.3,40,4767.2,M0,0,0,12587.13,10,1254.57,6,13,high,"活跃度骤降,沉睡预警",4195.71,3308.07,3,501.83,2,stable,1.5,774.13,0,0,110.59,0,False
C007294,92188.09,7682.34,15433.09,279,6238.26,M0,0,0,13908.07,69,3858.27,41,47,medium,,4636.02,3517.97,24,1543.31,14,stable,-10.6,720.72,6,3,102.96,0,False
C007295,42366.06,3530.5,7268.19,48,4063.36,M0,0,0,6754.67,12,1817.05,7,10,high,"活跃度骤降,沉睡预警",2251.56,2054.16,4,726.82,2,stable,-6.1,369.77,1,0,52.82,0,False
C007296,107858.13,8988.18,25776.56,436,10099.77,M1,1,0,20427.42,109,6444.14,65,71,low,,6809.14,7240.96,38,2577.66,22,stable,2.0,1505.59,9,5,215.08,0,False
C007297,27337.07,2278.09,3347.42,29,1566.75,M1,1,1,1202.12,1,836.86,0,1,high,"活跃度骤降,沉睡预警",400.71,402.98,0,334.74,0,stable,14.8,120.1,0,0,17.16,1,False
C007298,94934.6,7911.22,12665.41,224,12528.95,M0,0,0,21867.85,56,3166.35,33,44,medium,,7289.28,6251.38,19,1266.54,11,stable,-3.2,1773.05,4,2,253.29,1,False
C007299,111685.81,9307.15,11644.48,159,13999.4,M0,0,0,22771.83,39,2911.12,23,35,medium,,7590.61,5965.78,13,1164.45,8,stable,-6.5,1085.02,3,2,155.0,0,False
C007300,142067.34,11838.95,32479.54,129,11342.47,M0,0,1,37059.82,32,8119.89,19,40,medium,,12353.27,14515.09,11,3247.95,6,stable,1.7,3024.27,2,1,432.04,0,False
C007301,420580.97,35048.41,28852.31,281,46965.58,M0,0,0,103739.22,70,7213.08,42,69,low,,34579.74,25955.63,24,2885.23,14,stable,3.6,8221.12,6,3,1174.45,0,False
C007302,70980.77,5915.06,13397.58,62,6334.72,M0,0,0,21854.33,15,3349.39,9,21,medium,活跃度骤降,7284.78,7106.65,5,1339.76,3,up,24.0,2064.71,1,0,294.96,0,False
C007303,299753.9,24979.49,49154.55,204,17630.63,M0,0,1,61564.01,51,12288.64,30,58,low,,20521.34,18000.51,17,4915.46,10,stable,-15.3,4471.93,4,2,638.85,0,False
C007304,32057.06,2671.42,7236.0,37,3175.25,M0,0,0,6293.36,12,1809.0,7,10,high,"活跃度骤降,沉睡预警",2097.79,1957.01,4,723.6,2,stable,7.6,553.46,1,0,79.07,0,False
C007305,272051.81,22670.98,36270.78,293,30410.46,M0,0,0,89256.62,73,9067.69,43,71,low,,29752.21,34003.6,25,3627.08,15,stable,8.2,8759.85,6,3,1251.41,0,True
C007306,179608.24,14967.35,26593.43,127,9983.48,M0,0,0,50821.57,31,6648.36,18,47,medium,,16940.52,17482.22,10,2659.34,6,up,16.4,3743.27,2,1,534.75,0,False
C007307,250480.29,20873.36,22086.65,245,21699.23,M0,0,0,71344.83,61,5521.66,36,64,low,,23781.61,24410.21,21,2208.66,12,stable,-13.0,5751.14,5,3,821.59,0,False
C007308,69018.43,5751.54,16828.53,93,10234.08,M0,0,0,12155.76,23,4207.13,13,19,high,"活跃度骤降,沉睡预警",4051.92,4524.92,8,1682.85,4,stable,-7.1,853.15,2,1,121.88,0,False
C007309,134014.08,11167.84,10870.02,154,19131.95,M1,1,0,44074.48,38,2717.5,22,47,medium,,14691.49,16133.91,13,1087.0,7,stable,-9.2,3188.01,3,1,455.43,0,False
C007310,177898.17,14824.85,38458.55,643,15729.6,M0,0,0,53908.85,208,9614.64,90,100,low,,17969.62,15041.84,72,3845.86,31,stable,0.0,4099.5,18,7,585.64,1,False
C007311,37657.96,3138.16,9727.42,37,3950.28,M0,0,0,9744.95,9,2431.85,5,10,high,"活跃度骤降,沉睡预警",3248.32,4211.79,3,972.74,1,stable,11.8,913.13,0,0,130.45,1,True
C007312,167915.64,13992.97,36761.97,371,17990.7,M0,0,0,25694.72,92,9190.49,55,67,low,,8564.91,8741.76,32,3676.2,19,stable,14.9,1656.68,8,4,236.67,0,False
C007313,168808.72,14067.39,38415.5,130,20954.2,M0,0,0,45631.04,39,9603.87,23,49,medium,,15210.35,14519.54,13,3841.55,8,stable,-2.7,3081.15,3,2,440.16,0,False
C007314,159697.1,13308.09,28076.99,234,19110.54,M0,0,0,46304.72,58,7019.25,34,60,low,,15434.91,16693.46,20,2807.7,11,stable,-8.5,3621.42,5,2,517.35,0,False
C007315,12727.86,1060.66,1025.02,8,707.66,M1,1,2,747.11,0,256.26,0,0,high,"活跃度骤降,沉睡预警",249.04,272.01,0,102.5,0,up,20.7,82.54,0,0,11.79,0,False
C007316,81678.95,6806.58,18788.09,64,10720.53,M0,0,0,15874.95,16,4697.02,9,18,high,"活跃度骤降,沉睡预警",5291.65,5557.69,5,1878.81,3,stable,-0.3,1379.87,1,0,197.12,0,False
C007317,163478.95,13623.25,21377.89,358,16783.48,M0,0,0,44154.46,116,5344.47,69,87,low,,14718.15,15656.22,40,2137.79,24,stable,-7.6,3664.58,10,6,523.51,1,False
C007318,51398.8,4283.23,10192.1,110,5794.23,M0,0,0,8119.94,27,2548.03,16,20,medium,活跃度骤降,2706.65,2744.36,9,1019.21,5,stable,8.5,598.06,2,1,85.44,0,False
C007319,6605.31,550.44,1849.3,6,945.21,M0,0,1,1148.99,1,462.33,0,0,high,"活跃度骤降,沉睡预警",383.0,449.41,0,184.93,0,stable,4.1,109.6,0,0,15.66,0,False
C007320,151584.53,12632.04,23117.8,135,20297.64,M0,0,0,52776.94,33,5779.45,19,48,medium,,17592.31,22712.85,11,2311.78,6,stable,10.4,4528.77,2,1,646.97,1,False
C007321,18665.48,1555.46,2276.73,14,1996.89,M0,0,1,5776.59,4,569.18,2,5,high,"活跃度骤降,沉睡预警",1925.53,1920.75,1,227.67,0,stable,-10.2,497.58,0,0,71.08,1,False
C007322,35857.2,2988.1,10665.85,34,3377.32,M0,0,0,10156.55,8,2666.46,4,10,high,"活跃度骤降,沉睡预警",3385.52,3280.65,2,1066.59,1,up,21.1,967.01,0,0,138.14,0,False
C007323,16278.04,1356.5,2653.64,31,2085.18,M0,0,0,3080.64,7,663.41,4,5,high,"活跃度骤降,沉睡预警",1026.88,1328.49,2,265.36,1,stable,-5.0,312.31,0,0,44.62,0,False
C007324,337780.81,28148.4,96820.27,1065,27835.65,M0,0,0,65537.52,266,24205.07,90,100,low,,21845.84,21044.27,93,9682.03,31,stable,11.5,3694.1,23,7,527.73,0,False
C007325,350355.76,29196.31,78783.11,1491,34565.04,M0,0,1,92946.92,372,19695.78,90,100,low,,30982.31,38824.72,130,7878.31,31,stable,-16.6,7827.47,32,7,1118.21,0,False
C007326,133440.6,11120.05,17222.42,400,16295.89,M0,0,0,39657.85,100,4305.61,60,80,low,,13219.28,17949.52,35,1722.24,21,stable,-8.8,5657.48,8,5,808.21,0,False
C007327,115776.28,9648.02,20519.24,249,6730.52,M0,0,1,37521.91,62,5129.81,37,57,low,,12507.3,9323.79,21,2051.92,12,stable,-15.8,2287.51,5,3,326.79,0,False
C007328,65546.56,5462.21,13458.08,129,4856.75,M1,1,0,15370.57,32,3364.52,19,27,medium,活跃度骤降,5123.52,6195.78,11,1345.81,6,stable,-11.5,1466.59,2,1,209.51,0,False
C007329,37256.77,3104.73,2439.78,30,2663.2,M0,0,0,8812.61,9,609.95,5,10,high,"活跃度骤降,沉睡预警",2937.54,3702.29,3,243.98,1,stable,-1.5,797.27,0,0,113.9,0,False
C007330,25724.66,2143.72,3699.23,33,2196.76,M0,0,0,7660.64,8,924.81,4,8,high,"活跃度骤降,沉睡预警",2553.55,3410.06,2,369.92,1,up,23.4,917.38,0,0,131.05,0,False
C007331,210616.77,17551.4,33465.84,156,25606.04,M0,0,0,45004.12,39,8366.46,23,48,medium,,15001.37,18272.08,13,3346.58,8,stable,12.1,3593.66,3,2,513.38,0,False
C007332,138110.22,11509.18,14017.54,99,14262.09,M0,0,0,22119.23,24,3504.38,14,26,medium,活跃度骤降,7373.08,8559.24,8,1401.75,4,up,16.4,1788.2,2,1,255.46,0,False
C007333,884894.27,73741.19,115695.57,668,99890.01,M0,0,0,234345.49,217,28923.89,90,100,low,,78115.16,62753.0,75,11569.56,31,stable,8.6,13469.73,18,7,1924.25,0,False
C007334,247962.18,20663.51,57616.08,565,20803.32,M0,0,1,43789.68,141,14404.02,84,93,low,,14596.56,17693.11,49,5761.61,29,stable,0.4,3345.14,12,7,477.88,0,False
C007335,7447.8,620.65,787.3,11,1108.83,M0,0,0,1417.59,2,196.82,1,1,high,"活跃度骤降,沉睡预警",472.53,414.82,0,78.73,0,up,22.0,134.48,0,0,19.21,2,True
C007336,87362.95,7280.25,10958.35,63,12010.43,M0,0,1,26139.19,15,2739.59,9,24,medium,活跃度骤降,8713.06,7729.3,5,1095.84,3,stable,-11.8,1941.52,1,0,277.36,0,False
C007337,4866.51,405.54,1373.26,16,563.43,M2,2,0,191.62,0,343.32,0,0,high,"活跃度骤降,沉睡预警",63.87,55.93,0,137.33,0,stable,-13.5,15.24,0,0,2.18,0,False
C007338,31280.12,2606.68,5101.98,95,3920.18,M0,0,0,7241.25,28,1275.5,16,19,high,"活跃度骤降,沉睡预警",2413.75,2997.13,9,510.2,5,up,15.7,622.6,2,1,88.94,0,False
C007339,5383.11,448.59,1552.44,4,364.5,M1,1,2,192.7,0,388.11,0,0,high,"活跃度骤降,沉睡预警",64.23,50.53,0,155.24,0,stable,-13.5,10.7,0,0,1.53,0,False
C007340,70470.51,5872.54,11188.61,61,9565.77,M0,0,0,4792.71,3,2797.15,1,4,high,"活跃度骤降,沉睡预警",1597.57,1594.87,1,1118.86,0,stable,-15.3,360.06,0,0,51.44,0,False
C007341,14395.44,1199.62,2089.07,58,1169.8,M1,1,0,443.46,2,522.27,1,1,high,"活跃度骤降,沉睡预警",147.82,164.51,0,208.91,0,stable,13.3,37.74,0,0,5.39,0,False
C007342,52435.54,4369.63,12615.78,38,5359.66,M0,0,0,12576.93,9,3153.94,5,12,high,"活跃度骤降,沉睡预警",4192.31,3459.02,3,1261.58,1,stable,-16.5,635.49,0,0,90.78,0,False
C007343,11613.43,967.79,813.31,50,1683.54,M0,0,2,791.1,2,203.33,1,1,high,"活跃度骤降,沉睡预警",263.7,318.74,0,81.33,0,up,18.8,63.93,0,0,9.13,0,False
C007344,3601.34,300.11,592.92,3,345.88,M1,1,1,146.28,0,148.23,0,0,high,"活跃度骤降,沉睡预警",48.76,65.2,0,59.29,0,stable,-11.9,14.57,0,0,2.08,0,False
C007345,130145.59,10845.47,29218.16,165,8203.74,M0,0,0,43219.76,41,7304.54,24,48,medium,,14406.59,10978.09,14,2921.82,8,stable,-14.9,2066.04,3,2,295.15,0,False
C007346,30019.66,2501.64,8075.2,24,2349.27,M0,0,0,9506.4,6,2018.8,3,8,high,"活跃度骤降,沉睡预警",3168.8,3918.69,2,807.52,1,stable,10.2,1135.63,0,0,162.23,0,False
C007347,227513.2,18959.43,60787.99,193,12401.39,M0,0,0,70291.77,62,15197.0,37,65,low,,23430.59,31325.79,21,6078.8,12,stable,-3.2,9847.66,5,3,1406.81,0,False
C007348,87262.37,7271.86,12876.18,59,12735.76,M0,0,0,28784.98,14,3219.05,8,25,medium,活跃度骤降,9594.99,7248.89,4,1287.62,2,stable,-15.5,1690.42,1,0,241.49,0,False
C007349,64095.92,5341.33,5348.96,62,9135.65,M0,0,0,20712.9,15,1337.24,9,20,medium,活跃度骤降,6904.3,5908.01,5,534.9,3,stable,-5.0,1563.85,1,0,223.41,0,False
C007350,909079.97,75756.66,64595.52,1443,64311.78,M1,1,1,182258.23,360,16148.88,90,100,low,,60752.74,75598.77,125,6459.55,31,stable,-11.2,23842.76,31,7,3406.11,0,False
C007351,150391.88,12532.66,40311.7,492,17099.47,M0,0,0,29704.1,123,10077.93,73,80,low,,9901.37,10524.32,43,4031.17,25,stable,-12.6,2907.63,10,6,415.38,0,False
C007352,137507.01,11458.92,7496.29,141,9193.4,M1,1,0,22742.97,35,1874.07,21,33,medium,,7580.99,8651.64,12,749.63,7,stable,-10.5,1869.37,3,1,267.05,0,False
C007353,209745.22,17478.77,15109.6,348,30749.35,M0,0,0,82471.54,113,3777.4,67,89,low,,27490.51,29878.69,39,1510.96,23,stable,-5.9,9174.32,9,5,1310.62,0,False
C007354,94450.37,7870.86,20186.92,100,13506.38,M0,0,0,23020.44,25,5046.73,15,27,medium,活跃度骤降,7673.48,6678.85,8,2018.69,5,stable,-4.6,1356.83,2,1,193.83,0,False
C007355,90334.74,7527.9,19726.73,80,9817.55,M0,0,0,29943.26,20,4931.68,12,29,medium,活跃度骤降,9981.09,12487.49,7,1972.67,4,stable,-15.3,2951.56,1,1,421.65,0,False
C007356,31517.92,2626.49,3527.49,82,3941.41,M0,0,0,9465.07,20,881.87,12,17,high,"活跃度骤降,沉睡预警",3155.02,3152.36,7,352.75,4,up,15.9,889.53,1,1,127.08,1,False
C007357,9648.68,804.06,1735.46,40,823.54,M1,1,0,446.73,2,433.87,1,1,high,"活跃度骤降,沉睡预警",148.91,125.96,0,173.55,0,stable,12.8,40.52,0,0,5.79,0,False
C007358,101506.28,8458.86,20347.88,505,7472.09,M1,1,0,16828.32,126,5086.97,75,73,low,,5609.44,5865.76,44,2034.79,26,stable,9.1,1496.17,11,6,213.74,1,False
C007359,28517.22,2376.43,2571.83,25,2567.12,M0,0,0,6847.3,6,642.96,3,7,high,"活跃度骤降,沉睡预警",2282.43,2366.41,2,257.18,1,up,16.4,568.24,0,0,81.18,0,False
C007360,757760.86,63146.74,134040.26,1575,92746.11,M0,0,0,186332.1,393,33510.06,90,100,low,,62110.7,82305.84,137,13404.03,31,stable,-16.2,20044.61,34,7,2863.52,0,True
C007361,144307.74,12025.65,30773.5,136,17266.35,M0,0,1,41877.83,44,7693.37,26,49,medium,,13959.28,18193.33,15,3077.35,9,up,21.3,5501.27,3,2,785.9,0,False
C007362,70778.95,5898.25,4547.38,85,6484.7,M0,0,0,15055.81,21,1136.85,12,20,medium,活跃度骤降,5018.6,6444.06,7,454.74,4,stable,-2.5,1427.57,1,1,203.94,0,False
C007363,21821.82,1818.49,2933.38,40,2120.54,M2,2,0,4263.05,10,733.35,6,8,high,"活跃度骤降,沉睡预警",1421.02,1635.31,3,293.34,2,stable,-11.0,291.53,0,0,41.65,0,False
C007364,100554.0,8379.5,7987.98,67,10173.58,M0,0,0,17143.98,16,1996.99,9,19,high,"活跃度骤降,沉睡预警",5714.66,7668.39,5,798.8,3,stable,-16.3,1660.75,1,0,237.25,0,True
C007365,92721.95,7726.83,7323.97,137,13599.11,M0,0,1,22943.21,44,1830.99,26,38,medium,,7647.74,5950.3,15,732.4,9,up,16.7,1674.89,3,2,239.27,0,True
C007366,270993.7,22582.81,73043.19,284,14784.67,M0,0,0,106658.23,85,18260.8,51,78,low,,35552.74,44056.32,29,7304.32,17,stable,5.3,12085.11,7,4,1726.44,0,False
C007367,125028.83,10419.07,16807.26,195,9831.34,M0,0,0,20092.12,48,4201.82,28,38,medium,,6697.37,7859.76,16,1680.73,9,stable,-15.1,2252.28,4,2,321.75,0,False
C007368,152824.98,12735.41,16709.38,162,20470.42,M0,0,0,52514.75,40,4177.34,24,52,low,,17504.92,16386.32,14,1670.94,8,stable,-10.6,4555.75,3,2,650.82,0,False
C007369,15340.96,1278.41,3537.43,41,1217.01,M1,1,0,917.05,2,884.36,1,1,high,"活跃度骤降,沉睡预警",305.68,369.74,0,353.74,0,stable,-1.1,96.15,0,0,13.74,0,True
C007370,305138.17,25428.18,81226.96,295,45138.22,M0,0,0,57239.25,73,20306.74,43,71,low,,19079.75,21704.31,25,8122.7,15,stable,0.3,5962.22,6,3,851.75,0,False
C007371,72142.76,6011.9,10167.5,121,8120.24,M0,0,0,23066.65,30,2541.87,18,30,medium,,7688.88,9664.34,10,1016.75,6,stable,7.4,1815.52,2,1,259.36,0,False
C007372,150675.55,12556.3,43046.93,181,17588.23,M0,0,0,23428.72,45,10761.73,27,39,medium,,7809.57,9643.24,15,4304.69,9,stable,-13.9,2748.7,3,2,392.67,0,False
C007373,45463.71,3788.64,3026.38,47,4824.37,M0,0,0,10498.8,11,756.6,6,12,high,"活跃度骤降,沉睡预警",3499.6,2913.88,3,302.64,2,stable,-14.5,849.35,0,0,121.34,0,False
C007374,75902.25,6325.19,21529.96,104,4530.02,M0,0,0,17833.58,26,5382.49,15,25,medium,活跃度骤降,5944.53,6215.67,9,2153.0,5,stable,-11.5,1661.62,2,1,237.37,0,False
C007375,5761.31,480.11,446.26,10,768.27,M0,0,0,331.17,0,111.56,0,0,high,"活跃度骤降,沉睡预警",110.39,107.99,0,44.63,0,stable,-9.8,33.99,0,0,4.86,0,True
C007376,9818.38,818.2,1829.72,14,1032.9,M0,0,2,561.79,0,457.43,0,0,high,"活跃度骤降,沉睡预警",187.26,223.07,0,182.97,0,stable,8.6,66.26,0,0,9.47,1,False
C007377,106378.88,8864.91,15624.52,113,11440.63,M0,0,0,28011.56,28,3906.13,16,32,medium,,9337.19,8913.23,9,1562.45,5,stable,-11.8,2030.53,2,1,290.08,0,False
C007378,100703.63,8391.97,15757.82,217,9807.29,M0,0,1,33719.61,54,3939.46,32,50,low,,11239.87,9864.68,18,1575.78,11,up,21.8,3098.05,4,2,442.58,0,False
C007379,66578.62,5548.22,4213.84,141,8738.9,M0,0,0,10520.03,35,1053.46,21,26,medium,活跃度骤降,3506.68,4436.76,12,421.38,7,stable,3.2,1089.26,3,1,155.61,0,False
C007380,78561.39,6546.78,12898.85,100,5442.35,M0,0,2,21512.82,25,3224.71,15,27,medium,活跃度骤降,7170.94,5299.34,8,1289.88,5,stable,-11.8,1023.87,2,1,146.27,0,False
C007381,10857.46,904.79,1039.65,51,607.64,M2,2,0,663.67,2,259.91,1,1,high,"活跃度骤降,沉睡预警",221.22,276.86,0,103.97,0,stable,8.4,78.98,0,0,11.28,0,False
C007382,16831.3,1402.61,1128.72,19,1586.05,M3+,3,0,861.93,0,282.18,0,0,high,"活跃度骤降,沉睡预警",287.31,343.72,0,112.87,0,stable,1.5,72.43,0,0,10.35,0,False
C007383,51795.41,4316.28,8942.57,53,5822.58,M0,0,0,3511.07,2,2235.64,1,3,high,"活跃度骤降,沉睡预警",1170.36,915.77,0,894.26,0,stable,3.3,239.55,0,0,34.22,0,False
C007384,154637.24,12886.44,22399.01,440,20930.66,M0,0,0,60761.35,143,5599.75,85,97,low,,20253.78,25452.41,50,2239.9,29,stable,-14.4,6794.32,12,7,970.62,1,False
C007385,67547.02,5628.92,13188.84,64,9354.8,M0,0,0,17883.69,16,3297.21,9,19,high,"活跃度骤降,沉睡预警",5961.23,5919.95,5,1318.88,3,stable,3.4,1313.23,1,0,187.6,0,False
C007386,141783.09,11815.26,26630.84,533,16641.95,M0,0,0,37435.37,173,6657.71,90,92,low,,12478.46,11632.69,60,2663.08,31,stable,-8.7,3756.0,15,7,536.57,0,False
C007387,6446.76,537.23,483.49,4,616.13,M1,1,1,428.82,0,120.87,0,0,high,"活跃度骤降,沉睡预警",142.94,174.98,0,48.35,0,up,16.1,50.78,0,0,7.25,0,False
C007388,191666.08,15972.17,13055.92,368,26730.16,M0,0,1,40447.35,92,3263.98,55,76,low,,13482.45,15761.54,32,1305.59,19,stable,-10.2,3190.67,8,4,455.81,0,False
C007389,73385.29,6115.44,11205.76,78,5225.59,M0,0,0,24584.37,19,2801.44,11,25,medium,活跃度骤降,8194.79,8333.45,6,1120.58,3,up,17.2,1984.98,1,0,283.57,0,False
C007390,25710.46,2142.54,1658.99,33,2985.34,M0,0,0,6425.41,8,414.75,4,8,high,"活跃度骤降,沉睡预警",2141.8,2244.72,2,165.9,1,up,17.3,518.22,0,0,74.03,0,False
C007391,22491.06,1874.25,5226.97,15,2409.29,M0,0,0,6499.14,3,1306.74,1,5,high,"活跃度骤降,沉睡预警",2166.38,1662.95,1,522.7,0,stable,10.5,462.77,0,0,66.11,0,False
C007392,229614.06,19134.51,45643.33,153,27240.7,M0,0,0,79283.7,38,11410.83,22,51,low,,26427.9,24316.59,13,4564.33,7,up,18.2,7632.46,3,1,1090.35,0,False
C007393,147636.83,12303.07,23009.38,367,20440.99,M0,0,1,29737.64,91,5752.35,54,69,low,,9912.55,11244.94,31,2300.94,18,stable,12.7,2455.41,7,4,350.77,0,False
C007394,130611.28,10884.27,8034.89,108,13401.4,M0,0,0,22323.96,27,2008.72,16,28,medium,活跃度骤降,7441.32,7455.12,9,803.49,5,stable,0.7,1726.76,2,1,246.68,0,False
C007395,193107.94,16092.33,39384.87,573,12550.99,M0,0,0,64988.3,171,9846.22,90,100,low,,21662.77,24463.2,59,3938.49,31,stable,1.5,6642.87,14,7,948.98,1,False
C007396,39295.48,3274.62,3390.3,120,3577.99,M1,1,1,13469.95,36,847.57,21,28,medium,活跃度骤降,4489.98,5333.68,12,339.03,7,stable,-12.6,1665.79,3,1,237.97,0,False
C007397,16817.23,1401.44,3564.94,23,974.86,M0,0,0,5158.15,5,891.23,3,5,high,"活跃度骤降,沉睡预警",1719.38,1604.73,1,356.49,1,stable,-5.9,291.22,0,0,41.6,1,False
C007398,152008.47,12667.37,36655.67,104,15879.11,M0,0,0,32981.29,31,9163.92,18,37,medium,,10993.76,13015.37,10,3665.57,6,stable,-14.5,3385.86,2,1,483.69,0,False
C007399,272679.51,22723.29,68283.77,805,34350.65,M0,0,0,66614.99,201,17070.94,90,100,low,,22205.0,17689.87,70,6828.38,31,stable,4.3,4796.62,17,7,685.23,0,False
C007400,229066.57,19088.88,20289.79,166,28336.16,M0,0,0,76954.62,41,5072.45,24,52,low,,25651.54,26505.34,14,2028.98,8,stable,-1.4,6676.56,3,2,953.79,0,False
