cust_id,oneid,primary_intent,intent_json,intent_分期_借贷需求,intent_跨境_出行需求,intent_额度_升级需求,intent_权益_优惠需求,intent_沉睡_流失风险,intent_新户_激活引导
C006144,UID006144,额度/升级需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 17, ""额度/升级需求"": 81, ""权益/优惠需求"": 58, ""沉睡/流失风险"": 10, ""新户/激活引导"": 5}",26,17,81,58,10,5
C006145,UID006145,额度/升级需求,"{""分期/借贷需求"": 72, ""跨境/出行需求"": 13, ""额度/升级需求"": 81, ""权益/优惠需求"": 43, ""沉睡/流失风险"": 65, ""新户/激活引导"": 11}",72,13,81,43,65,11
C006146,UID006146,额度/升级需求,"{""分期/借贷需求"": 25, ""跨境/出行需求"": 15, ""额度/升级需求"": 68, ""权益/优惠需求"": 53, ""沉睡/流失风险"": 8, ""新户/激活引导"": 8}",25,15,68,53,8,8
C006147,UID006147,分期/借贷需求,"{""分期/借贷需求"": 75, ""跨境/出行需求"": 19, ""额度/升级需求"": 15, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 11, ""新户/激活引导"": 17}",75,19,15,44,11,17
C006148,UID006148,沉睡/流失风险,"{""分期/借贷需求"": 10, ""跨境/出行需求"": 66, ""额度/升级需求"": 60, ""权益/优惠需求"": 42, ""沉睡/流失风险"": 80, ""新户/激活引导"": 17}",10,66,60,42,80,17
C006149,UID006149,额度/升级需求,"{""分期/借贷需求"": 79, ""跨境/出行需求"": 19, ""额度/升级需求"": 89, ""权益/优惠需求"": 40, ""沉睡/流失风险"": 52, ""新户/激活引导"": 23}",79,19,89,40,52,23
C006150,UID006150,额度/升级需求,"{""分期/借贷需求"": 10, ""跨境/出行需求"": 18, ""额度/升级需求"": 81, ""权益/优惠需求"": 40, ""沉睡/流失风险"": 18, ""新户/激活引导"": 8}",10,18,81,40,18,8
C006151,UID006151,分期/借贷需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 12, ""额度/升级需求"": 34, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 9, ""新户/激活引导"": 24}",44,12,34,34,9,24
C006152,UID006152,权益/优惠需求,"{""分期/借贷需求"": 33, ""跨境/出行需求"": 5, ""额度/升级需求"": 35, ""权益/优惠需求"": 36, ""沉睡/流失风险"": 25, ""新户/激活引导"": 20}",33,5,35,36,25,20
C006153,UID006153,分期/借贷需求,"{""分期/借贷需求"": 92, ""跨境/出行需求"": 31, ""额度/升级需求"": 9, ""权益/优惠需求"": 76, ""沉睡/流失风险"": 10, ""新户/激活引导"": 8}",92,31,9,76,10,8
C006154,UID006154,跨境/出行需求,"{""分期/借贷需求"": 41, ""跨境/出行需求"": 64, ""额度/升级需求"": 61, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 22, ""新户/激活引导"": 21}",41,64,61,28,22,21
C006155,UID006155,分期/借贷需求,"{""分期/借贷需求"": 86, ""跨境/出行需求"": 17, ""额度/升级需求"": 77, ""权益/优惠需求"": 13, ""沉睡/流失风险"": 26, ""新户/激活引导"": 14}",86,17,77,13,26,14
C006156,UID006156,分期/借贷需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 21, ""额度/升级需求"": 72, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 6, ""新户/激活引导"": 12}",73,21,72,24,6,12
C006157,UID006157,分期/借贷需求,"{""分期/借贷需求"": 91, ""跨境/出行需求"": 10, ""额度/升级需求"": 72, ""权益/优惠需求"": 29, ""沉睡/流失风险"": 25, ""新户/激活引导"": 15}",91,10,72,29,25,15
C006158,UID006158,新户/激活引导,"{""分期/借贷需求"": 35, ""跨境/出行需求"": 13, ""额度/升级需求"": 32, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 14, ""新户/激活引导"": 63}",35,13,32,39,14,63
C006159,UID006159,分期/借贷需求,"{""分期/借贷需求"": 88, ""跨境/出行需求"": 24, ""额度/升级需求"": 62, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 52, ""新户/激活引导"": 15}",88,24,62,35,52,15
C006160,UID006160,额度/升级需求,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 24, ""额度/升级需求"": 81, ""权益/优惠需求"": 11, ""沉睡/流失风险"": 17, ""新户/激活引导"": 13}",24,24,81,11,17,13
C006161,UID006161,分期/借贷需求,"{""分期/借贷需求"": 95, ""跨境/出行需求"": 30, ""额度/升级需求"": 7, ""权益/优惠需求"": 81, ""沉睡/流失风险"": 50, ""新户/激活引导"": 12}",95,30,7,81,50,12
C006162,UID006162,额度/升级需求,"{""分期/借贷需求"": 29, ""跨境/出行需求"": 9, ""额度/升级需求"": 70, ""权益/优惠需求"": 17, ""沉睡/流失风险"": 27, ""新户/激活引导"": 24}",29,9,70,17,27,24
C006163,UID006163,沉睡/流失风险,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 26, ""额度/升级需求"": 61, ""权益/优惠需求"": 57, ""沉睡/流失风险"": 85, ""新户/激活引导"": 7}",38,26,61,57,85,7
C006164,UID006164,额度/升级需求,"{""分期/借贷需求"": 33, ""跨境/出行需求"": 77, ""额度/升级需求"": 78, ""权益/优惠需求"": 16, ""沉睡/流失风险"": 62, ""新户/激活引导"": 17}",33,77,78,16,62,17
C006165,UID006165,额度/升级需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 64, ""额度/升级需求"": 78, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 19, ""新户/激活引导"": 5}",44,64,78,35,19,5
C006166,UID006166,沉睡/流失风险,"{""分期/借贷需求"": 39, ""跨境/出行需求"": 13, ""额度/升级需求"": 16, ""权益/优惠需求"": 57, ""沉睡/流失风险"": 71, ""新户/激活引导"": 12}",39,13,16,57,71,12
C006167,UID006167,额度/升级需求,"{""分期/借贷需求"": 14, ""跨境/出行需求"": 24, ""额度/升级需求"": 67, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 28, ""新户/激活引导"": 9}",14,24,67,35,28,9
C006168,UID006168,分期/借贷需求,"{""分期/借贷需求"": 94, ""跨境/出行需求"": 32, ""额度/升级需求"": 26, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 17, ""新户/激活引导"": 5}",94,32,26,20,17,5
C006169,UID006169,沉睡/流失风险,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 10, ""额度/升级需求"": 12, ""权益/优惠需求"": 77, ""沉睡/流失风险"": 86, ""新户/激活引导"": 5}",74,10,12,77,86,5
C006170,UID006170,跨境/出行需求,"{""分期/借贷需求"": 45, ""跨境/出行需求"": 82, ""额度/升级需求"": 37, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 16, ""新户/激活引导"": 13}",45,82,37,39,16,13
C006171,UID006171,分期/借贷需求,"{""分期/借贷需求"": 86, ""跨境/出行需求"": 5, ""额度/升级需求"": 64, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 62, ""新户/激活引导"": 16}",86,5,64,24,62,16
C006172,UID006172,额度/升级需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 67, ""额度/升级需求"": 84, ""权益/优惠需求"": 42, ""沉睡/流失风险"": 69, ""新户/激活引导"": 11}",44,67,84,42,69,11
C006173,UID006173,额度/升级需求,"{""分期/借贷需求"": 49, ""跨境/出行需求"": 25, ""额度/升级需求"": 62, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 18, ""新户/激活引导"": 16}",49,25,62,10,18,16
C006174,UID006174,额度/升级需求,"{""分期/借贷需求"": 84, ""跨境/出行需求"": 67, ""额度/升级需求"": 88, ""权益/优惠需求"": 30, ""沉睡/流失风险"": 55, ""新户/激活引导"": 20}",84,67,88,30,55,20
C006175,UID006175,沉睡/流失风险,"{""分期/借贷需求"": 29, ""跨境/出行需求"": 15, ""额度/升级需求"": 21, ""权益/优惠需求"": 74, ""沉睡/流失风险"": 86, ""新户/激活引导"": 11}",29,15,21,74,86,11
C006176,UID006176,跨境/出行需求,"{""分期/借贷需求"": 32, ""跨境/出行需求"": 63, ""额度/升级需求"": 60, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 55, ""新户/激活引导"": 14}",32,63,60,20,55,14
C006177,UID006177,额度/升级需求,"{""分期/借贷需求"": 13, ""跨境/出行需求"": 34, ""额度/升级需求"": 85, ""权益/优惠需求"": 55, ""沉睡/流失风险"": 59, ""新户/激活引导"": 22}",13,34,85,55,59,22
C006178,UID006178,额度/升级需求,"{""分期/借贷需求"": 25, ""跨境/出行需求"": 11, ""额度/升级需求"": 62, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 16, ""新户/激活引导"": 21}",25,11,62,31,16,21
C006179,UID006179,分期/借贷需求,"{""分期/借贷需求"": 90, ""跨境/出行需求"": 23, ""额度/升级需求"": 35, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 64, ""新户/激活引导"": 15}",90,23,35,10,64,15
C006180,UID006180,权益/优惠需求,"{""分期/借贷需求"": 48, ""跨境/出行需求"": 19, ""额度/升级需求"": 63, ""权益/优惠需求"": 81, ""沉睡/流失风险"": 81, ""新户/激活引导"": 62}",48,19,63,81,81,62
C006181,UID006181,分期/借贷需求,"{""分期/借贷需求"": 85, ""跨境/出行需求"": 27, ""额度/升级需求"": 60, ""权益/优惠需求"": 22, ""沉睡/流失风险"": 52, ""新户/激活引导"": 16}",85,27,60,22,52,16
C006182,UID006182,沉睡/流失风险,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 21, ""额度/升级需求"": 74, ""权益/优惠需求"": 13, ""沉睡/流失风险"": 86, ""新户/激活引导"": 14}",36,21,74,13,86,14
C006183,UID006183,额度/升级需求,"{""分期/借贷需求"": 14, ""跨境/出行需求"": 64, ""额度/升级需求"": 68, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 5, ""新户/激活引导"": 15}",14,64,68,34,5,15
C006184,UID006184,跨境/出行需求,"{""分期/借贷需求"": 72, ""跨境/出行需求"": 90, ""额度/升级需求"": 30, ""权益/优惠需求"": 26, ""沉睡/流失风险"": 22, ""新户/激活引导"": 12}",72,90,30,26,22,12
C006185,UID006185,跨境/出行需求,"{""分期/借贷需求"": 50, ""跨境/出行需求"": 80, ""额度/升级需求"": 77, ""权益/优惠需求"": 30, ""沉睡/流失风险"": 11, ""新户/激活引导"": 12}",50,80,77,30,11,12
C006186,UID006186,额度/升级需求,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 72, ""额度/升级需求"": 77, ""权益/优惠需求"": 26, ""沉睡/流失风险"": 8, ""新户/激活引导"": 22}",38,72,77,26,8,22
C006187,UID006187,额度/升级需求,"{""分期/借贷需求"": 39, ""跨境/出行需求"": 29, ""额度/升级需求"": 86, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 79, ""新户/激活引导"": 74}",39,29,86,35,79,74
C006188,UID006188,额度/升级需求,"{""分期/借贷需求"": 37, ""跨境/出行需求"": 32, ""额度/升级需求"": 61, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 17, ""新户/激活引导"": 13}",37,32,61,10,17,13
C006189,UID006189,权益/优惠需求,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 14, ""额度/升级需求"": 70, ""权益/优惠需求"": 79, ""沉睡/流失风险"": 26, ""新户/激活引导"": 25}",24,14,70,79,26,25
C006190,UID006190,跨境/出行需求,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 86, ""额度/升级需求"": 10, ""权益/优惠需求"": 40, ""沉睡/流失风险"": 29, ""新户/激活引导"": 12}",24,86,10,40,29,12
C006191,UID006191,分期/借贷需求,"{""分期/借贷需求"": 71, ""跨境/出行需求"": 12, ""额度/升级需求"": 67, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 66, ""新户/激活引导"": 23}",71,12,67,21,66,23
C006192,UID006192,额度/升级需求,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 28, ""额度/升级需求"": 86, ""权益/优惠需求"": 78, ""沉睡/流失风险"": 15, ""新户/激活引导"": 20}",36,28,86,78,15,20
C006193,UID006193,分期/借贷需求,"{""分期/借贷需求"": 78, ""跨境/出行需求"": 32, ""额度/升级需求"": 26, ""权益/优惠需求"": 17, ""沉睡/流失风险"": 50, ""新户/激活引导"": 14}",78,32,26,17,50,14
C006194,UID006194,额度/升级需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 68, ""额度/升级需求"": 88, ""权益/优惠需求"": 44, ""沉睡/流失风险"": 6, ""新户/激活引导"": 23}",44,68,88,44,6,23
C006195,UID006195,额度/升级需求,"{""分期/借贷需求"": 29, ""跨境/出行需求"": 27, ""额度/升级需求"": 87, ""权益/优惠需求"": 38, ""沉睡/流失风险"": 28, ""新户/激活引导"": 11}",29,27,87,38,28,11
C006196,UID006196,权益/优惠需求,"{""分期/借贷需求"": 17, ""跨境/出行需求"": 22, ""额度/升级需求"": 10, ""权益/优惠需求"": 32, ""沉睡/流失风险"": 17, ""新户/激活引导"": 5}",17,22,10,32,17,5
C006197,UID006197,沉睡/流失风险,"{""分期/借贷需求"": 31, ""跨境/出行需求"": 32, ""额度/升级需求"": 23, ""权益/优惠需求"": 20, ""沉睡/流失风险"": 80, ""新户/激活引导"": 6}",31,32,23,20,80,6
C006198,UID006198,分期/借贷需求,"{""分期/借贷需求"": 84, ""跨境/出行需求"": 24, ""额度/升级需求"": 28, ""权益/优惠需求"": 29, ""沉睡/流失风险"": 30, ""新户/激活引导"": 20}",84,24,28,29,30,20
C006199,UID006199,跨境/出行需求,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 86, ""额度/升级需求"": 63, ""权益/优惠需求"": 16, ""沉睡/流失风险"": 8, ""新户/激活引导"": 6}",36,86,63,16,8,6
C006200,UID006200,权益/优惠需求,"{""分期/借贷需求"": 40, ""跨境/出行需求"": 35, ""额度/升级需求"": 35, ""权益/优惠需求"": 75, ""沉睡/流失风险"": 69, ""新户/激活引导"": 19}",40,35,35,75,69,19
C006201,UID006201,分期/借贷需求,"{""分期/借贷需求"": 81, ""跨境/出行需求"": 14, ""额度/升级需求"": 81, ""权益/优惠需求"": 32, ""沉睡/流失风险"": 18, ""新户/激活引导"": 15}",81,14,81,32,18,15
C006202,UID006202,额度/升级需求,"{""分期/借贷需求"": 39, ""跨境/出行需求"": 64, ""额度/升级需求"": 76, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 59, ""新户/激活引导"": 10}",39,64,76,39,59,10
C006203,UID006203,分期/借贷需求,"{""分期/借贷需求"": 82, ""跨境/出行需求"": 81, ""额度/升级需求"": 18, ""权益/优惠需求"": 68, ""沉睡/流失风险"": 21, ""新户/激活引导"": 15}",82,81,18,68,21,15
C006204,UID006204,跨境/出行需求,"{""分期/借贷需求"": 27, ""跨境/出行需求"": 90, ""额度/升级需求"": 6, ""权益/优惠需求"": 23, ""沉睡/流失风险"": 23, ""新户/激活引导"": 5}",27,90,6,23,23,5
C006205,UID006205,跨境/出行需求,"{""分期/借贷需求"": 48, ""跨境/出行需求"": 76, ""额度/升级需求"": 68, ""权益/优惠需求"": 34, ""沉睡/流失风险"": 21, ""新户/激活引导"": 16}",48,76,68,34,21,16
C006206,UID006206,额度/升级需求,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 5, ""额度/升级需求"": 86, ""权益/优惠需求"": 37, ""沉睡/流失风险"": 17, ""新户/激活引导"": 83}",36,5,86,37,17,83
C006207,UID006207,额度/升级需求,"{""分期/借贷需求"": 47, ""跨境/出行需求"": 28, ""额度/升级需求"": 79, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 25, ""新户/激活引导"": 18}",47,28,79,21,25,18
C006208,UID006208,额度/升级需求,"{""分期/借贷需求"": 72, ""跨境/出行需求"": 66, ""额度/升级需求"": 76, ""权益/优惠需求"": 18, ""沉睡/流失风险"": 18, ""新户/激活引导"": 22}",72,66,76,18,18,22
C006209,UID006209,额度/升级需求,"{""分期/借贷需求"": 40, ""跨境/出行需求"": 6, ""额度/升级需求"": 79, ""权益/优惠需求"": 38, ""沉睡/流失风险"": 19, ""新户/激活引导"": 19}",40,6,79,38,19,19
C006210,UID006210,权益/优惠需求,"{""分期/借贷需求"": 38, ""跨境/出行需求"": 24, ""额度/升级需求"": 28, ""权益/优惠需求"": 39, ""沉睡/流失风险"": 6, ""新户/激活引导"": 25}",38,24,28,39,6,25
C006211,UID006211,额度/升级需求,"{""分期/借贷需求"": 23, ""跨境/出行需求"": 23, ""额度/升级需求"": 78, ""权益/优惠需求"": 76, ""沉睡/流失风险"": 9, ""新户/激活引导"": 72}",23,23,78,76,9,72
C006212,UID006212,分期/借贷需求,"{""分期/借贷需求"": 77, ""跨境/出行需求"": 75, ""额度/升级需求"": 74, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 28, ""新户/激活引导"": 19}",77,75,74,21,28,19
C006213,UID006213,额度/升级需求,"{""分期/借贷需求"": 14, ""跨境/出行需求"": 26, ""额度/升级需求"": 85, ""权益/优惠需求"": 55, ""沉睡/流失风险"": 6, ""新户/激活引导"": 19}",14,26,85,55,6,19
C006214,UID006214,额度/升级需求,"{""分期/借贷需求"": 25, ""跨境/出行需求"": 16, ""额度/升级需求"": 63, ""权益/优惠需求"": 18, ""沉睡/流失风险"": 22, ""新户/激活引导"": 24}",25,16,63,18,22,24
C006215,UID006215,额度/升级需求,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 10, ""额度/升级需求"": 65, ""权益/优惠需求"": 12, ""沉睡/流失风险"": 18, ""新户/激活引导"": 22}",36,10,65,12,18,22
C006216,UID006216,分期/借贷需求,"{""分期/借贷需求"": 90, ""跨境/出行需求"": 34, ""额度/升级需求"": 65, ""权益/优惠需求"": 28, ""沉睡/流失风险"": 11, ""新户/激活引导"": 10}",90,34,65,28,11,10
C006217,UID006217,额度/升级需求,"{""分期/借贷需求"": 24, ""跨境/出行需求"": 11, ""额度/升级需求"": 81, ""权益/优惠需求"": 25, ""沉睡/流失风险"": 53, ""新户/激活引导"": 9}",24,11,81,25,53,9
C006218,UID006218,跨境/出行需求,"{""分期/借贷需求"": 23, ""跨境/出行需求"": 79, ""额度/升级需求"": 19, ""权益/优惠需求"": 66, ""沉睡/流失风险"": 67, ""新户/激活引导"": 17}",23,79,19,66,67,17
C006219,UID006219,额度/升级需求,"{""分期/借贷需求"": 11, ""跨境/出行需求"": 30, ""额度/升级需求"": 72, ""权益/优惠需求"": 11, ""沉睡/流失风险"": 17, ""新户/激活引导"": 23}",11,30,72,11,17,23
C006220,UID006220,额度/升级需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 27, ""额度/升级需求"": 67, ""权益/优惠需求"": 10, ""沉睡/流失风险"": 17, ""新户/激活引导"": 24}",26,27,67,10,17,24
C006221,UID006221,沉睡/流失风险,"{""分期/借贷需求"": 32, ""跨境/出行需求"": 25, ""额度/升级需求"": 13, ""权益/优惠需求"": 62, ""沉睡/流失风险"": 71, ""新户/激活引导"": 19}",32,25,13,62,71,19
C006222,UID006222,跨境/出行需求,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 88, ""额度/升级需求"": 72, ""权益/优惠需求"": 30, ""沉睡/流失风险"": 29, ""新户/激活引导"": 9}",44,88,72,30,29,9
C006223,UID006223,沉睡/流失风险,"{""分期/借贷需求"": 48, ""跨境/出行需求"": 69, ""额度/升级需求"": 62, ""权益/优惠需求"": 18, ""沉睡/流失风险"": 82, ""新户/激活引导"": 15}",48,69,62,18,82,15
C006224,UID006224,跨境/出行需求,"{""分期/借贷需求"": 25, ""跨境/出行需求"": 75, ""额度/升级需求"": 8, ""权益/优惠需求"": 12, ""沉睡/流失风险"": 74, ""新户/激活引导"": 13}",25,75,8,12,74,13
C006225,UID006225,额度/升级需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 21, ""额度/升级需求"": 88, ""权益/优惠需求"": 45, ""沉睡/流失风险"": 15, ""新户/激活引导"": 14}",26,21,88,45,15,14
C006226,UID006226,分期/借贷需求,"{""分期/借贷需求"": 87, ""跨境/出行需求"": 20, ""额度/升级需求"": 84, ""权益/优惠需求"": 31, ""沉睡/流失风险"": 12, ""新户/激活引导"": 8}",87,20,84,31,12,8
C006227,UID006227,权益/优惠需求,"{""分期/借贷需求"": 17, ""跨境/出行需求"": 35, ""额度/升级需求"": 78, ""权益/优惠需求"": 83, ""沉睡/流失风险"": 30, ""新户/激活引导"": 5}",17,35,78,83,30,5
C006228,UID006228,权益/优惠需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 10, ""额度/升级需求"": 28, ""权益/优惠需求"": 32, ""沉睡/流失风险"": 14, ""新户/激活引导"": 9}",26,10,28,32,14,9
C006229,UID006229,跨境/出行需求,"{""分期/借贷需求"": 43, ""跨境/出行需求"": 85, ""额度/升级需求"": 5, ""权益/优惠需求"": 30, ""沉睡/流失风险"": 12, ""新户/激活引导"": 19}",43,85,5,30,12,19
C006230,UID006230,沉睡/流失风险,"{""分期/借贷需求"": 36, ""跨境/出行需求"": 29, ""额度/升级需求"": 69, ""权益/优惠需求"": 18, ""沉睡/流失风险"": 73, ""新户/激活引导"": 15}",36,29,69,18,73,15
C006231,UID006231,额度/升级需求,"{""分期/借贷需求"": 11, ""跨境/出行需求"": 75, ""额度/升级需求"": 77, ""权益/优惠需求"": 37, ""沉睡/流失风险"": 22, ""新户/激活引导"": 21}",11,75,77,37,22,21
C006232,UID006232,分期/借贷需求,"{""分期/借贷需求"": 90, ""跨境/出行需求"": 35, ""额度/升级需求"": 74, ""权益/优惠需求"": 84, ""沉睡/流失风险"": 17, ""新户/激活引导"": 5}",90,35,74,84,17,5
C006233,UID006233,分期/借贷需求,"{""分期/借贷需求"": 91, ""跨境/出行需求"": 10, ""额度/升级需求"": 61, ""权益/优惠需求"": 64, ""沉睡/流失风险"": 28, ""新户/激活引导"": 23}",91,10,61,64,28,23
C006234,UID006234,权益/优惠需求,"{""分期/借贷需求"": 18, ""跨境/出行需求"": 10, ""额度/升级需求"": 12, ""权益/优惠需求"": 65, ""沉睡/流失风险"": 7, ""新户/激活引导"": 20}",18,10,12,65,7,20
C006235,UID006235,沉睡/流失风险,"{""分期/借贷需求"": 71, ""跨境/出行需求"": 88, ""额度/升级需求"": 88, ""权益/优惠需求"": 15, ""沉睡/流失风险"": 89, ""新户/激活引导"": 15}",71,88,88,15,89,15
C006236,UID006236,跨境/出行需求,"{""分期/借贷需求"": 45, ""跨境/出行需求"": 72, ""额度/升级需求"": 31, ""权益/优惠需求"": 63, ""沉睡/流失风险"": 23, ""新户/激活引导"": 23}",45,72,31,63,23,23
C006237,UID006237,沉睡/流失风险,"{""分期/借贷需求"": 18, ""跨境/出行需求"": 22, ""额度/升级需求"": 85, ""权益/优惠需求"": 40, ""沉睡/流失风险"": 86, ""新户/激活引导"": 21}",18,22,85,40,86,21
C006238,UID006238,额度/升级需求,"{""分期/借贷需求"": 40, ""跨境/出行需求"": 10, ""额度/升级需求"": 89, ""权益/优惠需求"": 43, ""沉睡/流失风险"": 81, ""新户/激活引导"": 11}",40,10,89,43,81,11
C006239,UID006239,分期/借贷需求,"{""分期/借贷需求"": 95, ""跨境/出行需求"": 27, ""额度/升级需求"": 62, ""权益/优惠需求"": 26, ""沉睡/流失风险"": 60, ""新户/激活引导"": 14}",95,27,62,26,60,14
C006240,UID006240,分期/借贷需求,"{""分期/借贷需求"": 88, ""跨境/出行需求"": 16, ""额度/升级需求"": 31, ""权益/优惠需求"": 21, ""沉睡/流失风险"": 23, ""新户/激活引导"": 8}",88,16,31,21,23,8
C006241,UID006241,额度/升级需求,"{""分期/借贷需求"": 40, ""跨境/出行需求"": 34, ""额度/升级需求"": 81, ""权益/优惠需求"": 35, ""沉睡/流失风险"": 69, ""新户/激活引导"": 14}",40,34,81,35,69,14
C006242,UID006242,分期/借贷需求,"{""分期/借贷需求"": 73, ""跨境/出行需求"": 18, ""额度/升级需求"": 5, ""权益/优惠需求"": 25, ""沉睡/流失风险"": 62, ""新户/激活引导"": 10}",73,18,5,25,62,10
C006243,UID006243,分期/借贷需求,"{""分期/借贷需求"": 87, ""跨境/出行需求"": 22, ""额度/升级需求"": 37, ""权益/优惠需求"": 50, ""沉睡/流失风险"": 20, ""新户/激活引导"": 5}",87,22,37,50,20,5
C006244,UID006244,跨境/出行需求,"{""分期/借贷需求"": 11, ""跨境/出行需求"": 70, ""额度/升级需求"": 62, ""权益/优惠需求"": 12, ""沉睡/流失风险"": 61, ""新户/激活引导"": 21}",11,70,62,12,61,21
C006245,UID006245,跨境/出行需求,"{""分期/借贷需求"": 41, ""跨境/出行需求"": 69, ""额度/升级需求"": 26, ""权益/优惠需求"": 15, ""沉睡/流失风险"": 9, ""新户/激活引导"": 5}",41,69,26,15,9,5
C006246,UID006246,分期/借贷需求,"{""分期/借贷需求"": 74, ""跨境/出行需求"": 26, ""额度/升级需求"": 15, ""权益/优惠需求"": 50, ""沉睡/流失风险"": 7, ""新户/激活引导"": 20}",74,26,15,50,7,20
C006247,UID006247,分期/借贷需求,"{""分期/借贷需求"": 81, ""跨境/出行需求"": 14, ""额度/升级需求"": 71, ""权益/优惠需求"": 27, ""沉睡/流失风险"": 7, ""新户/激活引导"": 17}",81,14,71,27,7,17
C006248,UID006248,分期/借贷需求,"{""分期/借贷需求"": 78, ""跨境/出行需求"": 21, ""额度/升级需求"": 36, ""权益/优惠需求"": 18, ""沉睡/流失风险"": 26, ""新户/激活引导"": 7}",78,21,36,18,26,7
C006249,UID006249,额度/升级需求,"{""分期/借贷需求"": 13, ""跨境/出行需求"": 32, ""额度/升级需求"": 88, ""权益/优惠需求"": 27, ""沉睡/流失风险"": 75, ""新户/激活引导"": 18}",13,32,88,27,75,18
C006250,UID006250,额度/升级需求,"{""分期/借贷需求"": 18, ""跨境/出行需求"": 32, ""额度/升级需求"": 74, ""权益/优惠需求"": 30, ""沉睡/流失风险"": 51, ""新户/激活引导"": 8}",18,32,74,30,51,8
C006251,UID006251,权益/优惠需求,"{""分期/借贷需求"": 32, ""跨境/出行需求"": 65, ""额度/升级需求"": 30, ""权益/优惠需求"": 78, ""沉睡/流失风险"": 13, ""新户/激活引导"": 68}",32,65,30,78,13,68
C006252,UID006252,分期/借贷需求,"{""分期/借贷需求"": 75, ""跨境/出行需求"": 31, ""额度/升级需求"": 61, ""权益/优惠需求"": 24, ""沉睡/流失风险"": 28, ""新户/激活引导"": 17}",75,31,61,24,28,17
C006253,UID006253,额度/升级需求,"{""分期/借贷需求"": 71, ""跨境/出行需求"": 20, ""额度/升级需求"": 77, ""权益/优惠需求"": 71, ""沉睡/流失风险"": 14, ""新户/激活引导"": 22}",71,20,77,71,14,22
C006254,UID006254,沉睡/流失风险,"{""分期/借贷需求"": 22, ""跨境/出行需求"": 11, ""额度/升级需求"": 5, ""权益/优惠需求"": 33, ""沉睡/流失风险"": 82, ""新户/激活引导"": 20}",22,11,5,33,82,20
C006255,UID006255,额度/升级需求,"{""分期/借贷需求"": 19, ""跨境/出行需求"": 33, ""额度/升级需求"": 67, ""权益/优惠需求"": 45, ""沉睡/流失风险"": 63, ""新户/激活引导"": 17}",19,33,67,45,63,17
C006256,UID006256,沉睡/流失风险,"{""分期/借贷需求"": 44, ""跨境/出行需求"": 27, ""额度/升级需求"": 5, ""权益/优惠需求"": 37, ""沉睡/流失风险"": 53, ""新户/激活引导"": 7}",44,27,5,37,53,7
C006257,UID006257,额度/升级需求,"{""分期/借贷需求"": 26, ""跨境/出行需求"": 15, ""额度/升级需求"": 33, ""权益/优惠需求"": 19, ""沉睡/流失风险"": 12, ""新户/激活引导"": 9}",26,15,33,19,12,9
C006258,UID006258,分期/借贷需求,"{""分期/借贷需求"": 82, ""跨境/出行需求"": 20, ""额度/升级需求"": 9, ""权益/优惠需求"": 27, ""沉睡/流失风险"": 28, ""新户/激活引导"": 22}",82,20,9,27,28,22
