cust_id,oneid,age,city,income_level,lifecycle_stage,vip_tier,card_level,product_name,total_credit_amount,card_count,usage_rate,annual_consumption,monthly_avg_consumption,cons_90d,cons_30d,cons_7d,txn_count_90d,txn_count_30d,txn_count_7d,active_days_90d,active_days_30d,active_days_7d,consumption_trend,installment_contribution,overdue_status,history_overdue_count,min_payment_count,churn_risk_score,cash_advance_risk,risk_level,value_level,activity_score,dormancy_risk,significant_signals,search_keywords_7d,browse_preferences_30d,milestones,marketing_consent,personalization_consent,dnc_list,do_not_contact,blacklist_flag,push_consent,sms_consent,wechat_consent,email_consent,phone_consent,unsubscribe_channels,complaint_count_90d,data_version,generated_at
C007309,UID007309,42,上海,M,成熟期,普通,金卡,XX银行标准信用卡（金卡）,53500.0,1,0.7592,126292.28,10524.36,25545.54,10994.06,3253.26,27,9,2,16,5,1,stable,7642.4,M1,1,1,9,2,low,medium,30,medium,,"优惠券×6, 投诉×7, 手续费×6","高端卡专区(15%), 账单详情(51%), 活动中心(20%), 新手指引(15%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007310,UID007310,48,深圳,M,成长期,普通,金卡,XX银行YOUNG卡（青年版）,14500.0,1,0.683,167204.28,13933.69,44833.08,11103.97,3333.16,50,17,4,30,10,2,up,13138.7,M0,0,0,31,6,low,medium,55,low,,"销户×7, 现金分期×2, 星巴克×8","额度管理(14%), 分期计算器(49%), 信用卡申请(19%), 积分兑换(18%)",,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007311,UID007311,52,上海,L,成熟期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,99600.0,3,0.1563,28221.34,2351.78,9872.92,4391.72,787.42,5,1,0,3,1,0,stable,1487.57,M0,0,0,1,8,low,low,8,high,"活跃度骤降, 沉睡预警","年费×6, 海淘×6, 接送机×7","还款页面(9%), 新手指引(30%), 高端卡专区(38%), 积分兑换(24%)",首笔分期办理,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007312,UID007312,25,东莞,M,成熟期,金卡,白金卡,XX银行银联白金信用卡,228700.0,1,0.7634,265293.6,22107.8,47282.2,18185.73,4878.59,99,34,8,59,20,5,up,28581.34,M0,0,0,20,2,low,medium,84,low,,"投诉×6, 免息分期×5, 钻石卡×8","账单详情(2%), 信用卡申请(25%), 分期计算器(30%), 积分兑换(43%)",首次境外消费,True,True,False,False,False,False,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007313,UID007313,46,宁波,M,新户,金卡,白金卡,XX银行经典版白金信用卡,257300.0,3,0.7185,192240.28,16020.02,69094.73,18825.7,4507.84,57,19,4,34,11,2,stable,11344.28,M0,0,0,16,2,low,medium,62,low,,"退卡×3, 账单分期×8, 酒店×2","还款页面(32%), 权益商城(4%), 积分兑换(39%), 信用卡申请(26%)",,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007314,UID007314,39,北京,M,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,37300.0,3,0.2477,167491.23,13957.6,50135.57,17272.37,3179.49,77,26,6,46,16,4,stable,17830.86,M0,0,0,0,7,low,medium,73,low,,"注销×3, 最低还款×6, 东京×7","新手指引(33%), 还款页面(5%), 账单详情(32%), 分期计算器(30%)",额度首次提升|升级白金卡,True,True,False,False,False,True,False,True,False,False,短信,0,v1.0,2026-07-17T00:00:00+08:00
C007315,UID007315,28,深圳,L,沉睡期,金卡,白金卡,XX银行经典版白金信用卡,184800.0,3,0.6172,11804.28,983.69,698.52,223.36,59.7,1,0,0,0,0,0,stable,359.65,M1,1,0,62,27,medium,medium,0,high,"活跃度骤降, 沉睡预警","5折×6, 出境游×7, 销户×2","还款页面(25%), 权益商城(38%), 境外消费专区(30%), 额度管理(7%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007316,UID007316,50,深圳,M,成熟期,普通,金卡,XX银行携程旅行信用卡（金卡）,113500.0,2,0.6756,142583.29,11881.94,34418.01,14814.52,4576.23,42,14,3,25,8,2,up,10772.16,M0,0,0,9,6,low,medium,44,medium,,"免息分期×7, 境外取现×5, 年费×7","积分兑换(72%), 信用卡申请(19%), 新手指引(8%), 分期计算器(1%)",,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007317,UID007317,26,武汉,M,成长期,金卡,白金卡,XX银行银联白金信用卡,209400.0,2,0.6038,323222.04,26935.17,69441.78,18301.5,5398.3,139,48,12,83,29,7,stable,27136.1,M0,0,0,9,6,low,medium,96,low,,"注销×3, 临时额度×8, 里程×4","高端卡专区(18%), 权益商城(52%), 新手指引(20%), 额度管理(10%)",,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007318,UID007318,34,郑州,M,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,59500.0,3,0.8297,22618.38,1884.86,7576.27,3057.21,538.02,28,9,2,16,5,1,up,2086.52,M0,0,0,8,0,low,medium,20,medium,活跃度骤降,"优惠券×3, 年费×6, 分期费率×8","额度管理(37%), 权益商城(30%), 账单详情(11%), 还款页面(23%)",年消费突破10万|办理自动还款,True,True,False,False,False,True,False,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007319,UID007319,33,上海,L,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,21100.0,2,0.3594,8363.55,696.96,1369.05,558.75,134.95,4,1,0,2,0,0,up,836.46,M0,0,0,10,2,low,low,2,high,"活跃度骤降, 沉睡预警","星巴克×4, 销户×4, 白金卡×7","高端卡专区(10%), 积分兑换(43%), 账单详情(19%), 还款页面(28%)",,True,False,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007320,UID007320,39,沈阳,M,成熟期,白金,白金卡,XX银行全币种国际白金信用卡,329200.0,4,0.4758,174178.57,14514.88,35613.81,8865.79,1715.72,30,10,2,18,6,1,stable,18023.62,M0,0,0,2,9,low,high,38,medium,,"酒店×7, 钻石卡×5, 星巴克×3","账单详情(11%), 权益商城(6%), 积分兑换(37%), 还款页面(47%)",首笔分期办理|办理自动还款|年消费突破10万,True,False,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007321,UID007321,39,上海,M,新户,金卡,校园卡,XX银行YOUNG卡（校园版）,50700.0,2,0.6894,25893.11,2157.76,5451.82,1574.26,282.71,8,2,0,4,1,0,down,1133.98,M0,0,0,2,5,low,medium,7,high,"活跃度骤降, 沉睡预警","5折×2, 固定额度×6, 最低还款×3","新手指引(28%), 信用卡申请(52%), 境外消费专区(8%), 账单详情(12%)",首投投诉|办理自动还款,True,False,False,False,False,False,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007322,UID007322,46,西安,L,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,6600.0,1,0.743,29913.47,2492.79,5730.03,1451.27,256.07,9,3,0,5,1,0,stable,1943.43,M1,1,0,2,2,low,low,8,high,"活跃度骤降, 沉睡预警","免税×2, 现金分期×3, 固定额度×3","额度管理(3%), 还款页面(47%), 权益商城(22%), 分期计算器(28%)",,True,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007323,UID007323,35,厦门,M,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,37800.0,2,0.3911,47559.05,3963.25,14800.72,6277.7,1858.01,28,9,2,16,5,1,stable,3228.31,M0,0,0,0,4,low,medium,24,medium,活跃度骤降,"固定额度×8, 5折×4, 年费×8","权益商城(19%), 额度管理(37%), 高端卡专区(19%), 还款页面(25%)",,False,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007324,UID007324,51,西安,H,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,289500.0,4,0.4466,422150.06,35179.17,74467.26,21279.64,5114.68,79,27,6,47,16,4,up,26152.41,M0,0,0,9,6,low,high,74,low,,"钻石卡×6, 销户×3, 现金分期×7","信用卡申请(27%), 权益商城(22%), 积分兑换(3%), 新手指引(47%)",额度首次提升|首次境外消费|首投投诉,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007325,UID007325,58,南京,H,成熟期,金卡,白金卡,XX银行经典版白金信用卡,313900.0,3,0.5741,550986.68,45915.56,126727.65,46276.57,13802.98,241,84,21,90,31,7,up,36805.25,M0,0,0,0,4,low,high,100,low,,"东京×8, 5折×4, 钻石卡×5","账单详情(29%), 积分兑换(22%), 信用卡申请(35%), 境外消费专区(14%)",首笔分期办理|首次使用机场贵宾厅,True,True,False,False,False,False,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007326,UID007326,40,郑州,M,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,115400.0,4,0.1804,118670.72,9889.23,28925.36,11206.36,3554.73,22,7,1,13,4,1,up,6125.69,M0,0,1,0,1,low,medium,29,medium,,"账单分期×4, 电影票×8, 钻石卡×4","积分兑换(14%), 账单详情(46%), 权益商城(14%), 分期计算器(26%)",年消费突破10万|额度首次提升,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007327,UID007327,25,深圳,M,成熟期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,60400.0,1,0.2788,154782.46,12898.54,37363.63,10249.83,2176.88,33,11,2,19,6,1,up,7188.5,M0,0,0,0,6,low,medium,40,medium,,"机票×8, 现金分期×7, 注销×5","分期计算器(13%), 高端卡专区(58%), 活动中心(13%), 权益商城(16%)",首笔分期办理,True,True,False,False,False,True,True,False,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007328,UID007328,29,武汉,L,成熟期,金卡,金卡,XX银行YOUNG卡（青年版）,22100.0,2,0.7632,43106.34,3592.19,12405.97,5639.47,1674.3,11,3,0,6,2,0,stable,4840.44,M0,0,0,8,4,low,medium,13,high,"活跃度骤降, 沉睡预警","12期×5, 接送机×5, 销户×6","分期计算器(8%), 权益商城(5%), 新手指引(57%), 额度管理(31%)",升级白金卡,True,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007329,UID007329,41,东莞,M,新户,普通,校园卡,XX银行YOUNG卡（校园版）,61700.0,2,0.4314,20445.39,1703.78,4340.73,1293.23,397.14,4,1,0,2,0,0,down,2058.41,M0,0,0,4,9,low,medium,4,high,"活跃度骤降, 沉睡预警","优惠券×8, 最低还款×7, 临时额度×3","分期计算器(24%), 高端卡专区(49%), 账单详情(8%), 信用卡申请(19%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007330,UID007330,39,广州,L,成熟期,普通,金卡,XX银行京东PLUS联名信用卡（金卡）,75700.0,2,0.7998,48075.02,4006.25,15664.1,6360.31,1339.53,20,7,1,12,4,1,stable,1712.41,M0,0,0,0,2,low,low,20,medium,活跃度骤降,"机票×4, 电影票×3, 投诉×3","新手指引(42%), 账单详情(17%), 信用卡申请(13%), 额度管理(28%)",,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007331,UID007331,39,苏州,M,成熟期,白金,白金卡,XX银行全币种国际白金信用卡,285700.0,4,0.3386,144438.61,12036.55,36313.38,14629.22,3903.71,91,31,7,54,18,4,stable,16586.06,M1,1,1,0,1,low,high,73,low,,"积分兑换×3, 东京×6, 12期×8","权益商城(44%), 还款页面(33%), 活动中心(5%), 积分兑换(18%)",额度首次提升|首次使用机场贵宾厅|首次境外消费,True,True,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007332,UID007332,53,苏州,M,成熟期,白金,白金卡,XX银行经典版白金信用卡,200400.0,2,0.2187,140587.04,11715.59,35169.91,15725.68,4698.0,42,14,3,25,8,2,stable,7029.43,M0,0,0,0,6,low,high,44,medium,,"手续费×7, 贵宾厅×7, 注销×8","分期计算器(24%), 额度管理(5%), 活动中心(50%), 还款页面(20%)",首笔分期办理,False,False,False,False,False,True,True,False,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007333,UID007333,45,北京,H,成长期,金卡,白金卡,XX银行全币种国际白金信用卡,330000.0,2,0.7324,981729.25,81810.77,427878.27,149637.7,38948.5,232,81,20,90,31,7,down,81895.03,M0,0,0,0,4,low,high,100,low,,"现金分期×6, 汇率×6, 5折×3","积分兑换(30%), 账单详情(52%), 活动中心(16%), 还款页面(2%)",首次使用机场贵宾厅,True,True,False,False,False,False,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007334,UID007334,31,北京,H,成熟期,金卡,白金卡,XX银行银联白金信用卡,527400.0,2,0.7676,366257.41,30521.45,120783.74,34916.82,7074.43,88,30,7,52,18,4,up,41800.3,M0,0,0,0,2,low,high,79,low,,"东京×5, 手续费×3, 销户×4","新手指引(8%), 积分兑换(27%), 额度管理(25%), 信用卡申请(40%)",额度首次提升|升级白金卡,True,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007335,UID007335,33,成都,L,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,64900.0,4,0.59,8959.55,746.63,1968.74,888.06,266.5,1,0,0,0,0,0,stable,500.62,M0,0,0,17,0,low,low,1,high,"活跃度骤降, 沉睡预警","东京×4, 手续费×8, 星巴克×8","活动中心(33%), 分期计算器(1%), 信用卡申请(23%), 高端卡专区(42%)",,True,True,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007336,UID007336,30,西安,M,成熟期,金卡,白金卡,XX银行全币种国际白金信用卡,202900.0,1,0.3551,243991.95,20332.66,66351.05,21970.84,6998.03,79,27,6,47,16,4,stable,17806.28,M1,1,0,0,5,low,medium,74,low,,"额度不够×8, 投诉×5, 汇率×6","高端卡专区(5%), 权益商城(12%), 信用卡申请(73%), 境外消费专区(9%)",额度首次提升,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007337,UID007337,26,东莞,M,沉睡期,普通,校园卡,XX银行YOUNG卡（校园版）,68400.0,2,0.2591,4035.62,336.3,189.75,46.51,13.7,0,0,0,0,0,0,stable,350.26,M1,1,3,69,18,medium,medium,0,high,"活跃度骤降, 沉睡预警","白金卡×6, 海淘×7, 最低还款×7","信用卡申请(30%), 账单详情(22%), 额度管理(35%), 积分兑换(12%)",额度首次提升|办理自动还款,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007338,UID007338,54,深圳,M,新户,普通,校园卡,XX银行YOUNG卡（校园版）,81100.0,4,0.161,47778.35,3981.53,12018.88,3880.44,1066.52,12,4,1,7,2,0,stable,3207.96,M0,0,0,19,8,low,medium,13,high,"活跃度骤降, 沉睡预警","注销×2, 账单分期×6, 电影票×3","信用卡申请(17%), 活动中心(25%), 还款页面(16%), 积分兑换(41%)",首次境外消费,True,True,False,False,False,False,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007339,UID007339,39,北京,L,沉睡期,金卡,金卡,XX银行标准信用卡（金卡）,52600.0,2,0.5024,5078.84,423.24,273.26,70.64,22.23,0,0,0,0,0,0,up,354.15,M0,0,0,74,27,high,medium,0,high,"活跃度骤降, 沉睡预警","钻石卡×5, 免税×3, 注销×7","境外消费专区(33%), 额度管理(4%), 新手指引(32%), 权益商城(31%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007340,UID007340,23,天津,H,沉睡期,金卡,白金卡,XX银行经典版白金信用卡,665600.0,3,0.5353,90783.89,7565.32,4153.2,1752.43,458.42,4,1,0,2,0,0,stable,9252.78,M1,1,0,69,10,medium,high,4,high,"活跃度骤降, 沉睡预警","退卡×3, 分期费率×2, 酒店×8","权益商城(33%), 高端卡专区(19%), 分期计算器(24%), 账单详情(24%)",首次使用机场贵宾厅,True,True,False,False,False,True,False,False,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007341,UID007341,50,郑州,M,沉睡期,普通,金卡,XX银行YOUNG卡（青年版）,13300.0,1,0.5421,22339.83,1861.65,1138.87,443.85,87.09,1,0,0,0,0,0,up,1754.37,M3+,3,2,58,4,medium,medium,0,high,"活跃度骤降, 沉睡预警, 逾期预警","优惠券×2, 出境游×4, 退卡×5","境外消费专区(11%), 新手指引(31%), 还款页面(55%), 权益商城(4%)",办理自动还款|年消费突破10万|首笔分期办理,True,True,False,False,False,False,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007342,UID007342,28,长沙,M,成熟期,白金,金卡,XX银行标准信用卡（金卡）,186800.0,4,0.3803,143255.61,11937.97,47064.04,18831.64,4283.05,162,56,14,90,31,7,down,11300.19,M1,1,0,1,5,low,high,98,low,,"机票×2, 白金卡×7, 年费×3","活动中心(41%), 境外消费专区(7%), 积分兑换(51%), 高端卡专区(1%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007343,UID007343,37,天津,M,沉睡期,普通,普卡,XX银行标准信用卡（普卡）,71700.0,3,0.5487,9375.06,781.26,544.35,246.43,71.47,0,0,0,0,0,0,stable,801.54,M1,1,0,70,4,high,medium,0,high,"活跃度骤降, 沉睡预警","提额×3, 贵宾厅×5, 汇率×4","境外消费专区(35%), 活动中心(13%), 积分兑换(36%), 还款页面(16%)",,True,True,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007344,UID007344,21,西安,L,沉睡期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,58200.0,3,0.6557,7228.26,602.35,296.13,85.56,25.54,0,0,0,0,0,0,stable,749.23,M0,0,2,61,25,medium,medium,0,high,"活跃度骤降, 沉睡预警","星巴克×4, 临时额度×6, 12期×5","分期计算器(16%), 新手指引(19%), 权益商城(21%), 境外消费专区(43%)",首投投诉,True,True,False,False,False,True,False,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007345,UID007345,36,东莞,M,成熟期,金卡,白金卡,XX银行银联白金信用卡,143900.0,2,0.6999,145335.24,12111.27,27462.85,10256.03,2644.52,66,23,5,39,13,3,stable,6013.19,M0,0,0,17,7,low,medium,53,low,,"退卡×6, 最低还款×8, 临时额度×2","活动中心(35%), 分期计算器(13%), 还款页面(13%), 额度管理(38%)",首次使用机场贵宾厅,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007346,UID007346,21,厦门,L,成熟期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,163200.0,4,0.6946,26230.2,2185.85,4537.44,1821.92,582.68,4,1,0,2,0,0,up,1748.34,M0,0,0,0,9,low,medium,4,high,"活跃度骤降, 沉睡预警","电影票×8, 退卡×8, 最低还款×4","新手指引(14%), 还款页面(21%), 高端卡专区(43%), 权益商城(22%)",,True,False,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007347,UID007347,21,东莞,M,成长期,金卡,金卡,XX银行京东PLUS联名信用卡（金卡）,71100.0,1,0.1368,257543.78,21461.98,101965.28,39335.94,9818.5,327,114,28,90,31,7,stable,15745.17,M1,1,0,0,3,low,medium,100,low,,"12期×4, 注销×6, 提额×4","境外消费专区(14%), 账单详情(33%), 分期计算器(32%), 积分兑换(22%)",,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007348,UID007348,43,北京,M,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,38100.0,1,0.2913,101697.98,8474.83,33224.68,10442.74,3367.09,37,12,3,22,7,1,stable,5347.59,M0,0,0,0,6,low,medium,40,medium,,"退卡×2, 星巴克×2, 最低还款×7","账单详情(8%), 活动中心(42%), 积分兑换(21%), 分期计算器(29%)",首投投诉,True,False,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007349,UID007349,47,广州,L,成熟期,金卡,金卡,XX银行标准信用卡（金卡）,31600.0,1,0.238,37630.49,3135.87,7059.34,2145.08,409.82,11,3,0,6,2,0,up,1299.35,M1,1,1,17,0,low,medium,10,high,"活跃度骤降, 沉睡预警","账单分期×8, 白金卡×3, 5折×7","分期计算器(24%), 积分兑换(32%), 境外消费专区(42%), 还款页面(2%)",,True,True,False,False,False,True,False,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007350,UID007350,38,广州,H,成熟期,钻石,钻石卡,XX银行银联钻石信用卡,481600.0,1,0.3245,641193.49,53432.79,196224.87,66960.13,16463.79,250,87,21,90,31,7,up,21315.03,M0,0,0,0,5,low,high,100,low,,"销户×7, 积分兑换×4, 12期×6","账单详情(22%), 新手指引(26%), 信用卡申请(41%), 积分兑换(11%)",年消费突破10万|首笔分期办理,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007351,UID007351,61,广州,M,成熟期,金卡,白金卡,XX银行银联白金信用卡,167900.0,2,0.6096,163937.52,13661.46,29763.88,8682.22,1840.01,27,9,2,16,5,1,up,10204.93,M0,0,0,35,1,low,medium,33,medium,,"退卡×4, 钻石卡×5, 星巴克×7","新手指引(12%), 活动中心(49%), 境外消费专区(12%), 额度管理(26%)",,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007352,UID007352,28,深圳,H,成熟期,普通,校园卡,XX银行YOUNG卡（校园版）,36700.0,1,0.2478,78645.17,6553.76,19257.99,8005.21,1865.06,13,4,1,7,2,0,down,4918.77,M0,0,0,6,6,low,high,18,high,"活跃度骤降, 沉睡预警","签证×7, 销户×3, 12期×7","活动中心(15%), 额度管理(9%), 信用卡申请(53%), 还款页面(23%)",额度首次提升|年消费突破10万,True,True,False,False,False,True,True,False,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007353,UID007353,21,南京,M,成长期,金卡,白金卡,XX银行经典版白金信用卡,222000.0,2,0.7197,211998.14,17666.51,47998.98,20444.05,4106.95,93,32,8,55,19,4,stable,16612.75,M1,1,0,0,9,low,medium,81,low,,"境外取现×4, 退卡×2, 分期费率×4","分期计算器(4%), 还款页面(31%), 信用卡申请(22%), 境外消费专区(42%)",,True,False,False,False,False,True,True,True,False,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007354,UID007354,39,深圳,M,成熟期,白金,金卡,XX银行标准信用卡（金卡）,44700.0,1,0.2283,111824.55,9318.71,17116.34,6101.5,1712.89,29,10,2,17,5,1,stable,10298.21,M0,0,1,4,2,low,high,26,medium,,"钻石卡×6, 星巴克×3, 境外取现×4","高端卡专区(13%), 信用卡申请(18%), 还款页面(9%), 活动中心(60%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007355,UID007355,25,北京,M,成熟期,金卡,白金卡,XX银行经典版白金信用卡,421100.0,2,0.3643,119916.61,9993.05,28307.0,12007.22,2770.63,56,19,4,33,11,2,stable,13739.93,M0,0,0,0,2,low,medium,48,medium,,"出境游×2, 接送机×8, 分期费率×7","分期计算器(54%), 新手指引(11%), 活动中心(23%), 账单详情(13%)",年消费突破10万,True,True,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007356,UID007356,34,重庆,L,成熟期,普通,普卡,XX银行标准信用卡（普卡）,18700.0,1,0.7253,37336.06,3111.34,9289.72,3243.59,810.43,22,7,1,13,4,1,down,2669.42,M0,0,0,12,6,low,low,17,high,"活跃度骤降, 沉睡预警","12期×7, 退卡×3, 钻石卡×2","新手指引(11%), 境外消费专区(27%), 活动中心(27%), 额度管理(35%)",年消费突破10万,True,True,False,False,False,True,True,False,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007357,UID007357,45,深圳,L,沉睡期,金卡,白金卡,XX银行经典版白金信用卡,158700.0,4,0.5703,9944.63,828.72,582.54,199.82,44.7,0,0,0,0,0,0,up,718.67,M3+,3,1,75,24,high,medium,0,high,"活跃度骤降, 沉睡预警, 逾期预警","手续费×2, 优惠券×3, 钻石卡×8","信用卡申请(29%), 境外消费专区(25%), 额度管理(31%), 高端卡专区(15%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007358,UID007358,30,西安,M,成熟期,普通,金卡,XX银行YOUNG卡（青年版）,46100.0,2,0.3349,101641.84,8470.15,30002.21,10540.91,2249.19,40,14,3,24,8,2,up,5919.54,M0,0,1,0,5,low,medium,40,medium,,"里程×7, 退卡×6, 钻石卡×7","权益商城(13%), 新手指引(58%), 分期计算器(13%), 信用卡申请(16%)",升级白金卡|首笔分期办理,True,True,False,False,False,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007359,UID007359,34,杭州,L,成熟期,普通,普卡,XX银行标准信用卡（普卡）,8600.0,2,0.4986,22900.49,1908.37,6321.75,2393.56,775.87,4,1,0,2,0,0,stable,2402.38,M0,0,1,28,6,low,low,5,high,"活跃度骤降, 沉睡预警","东京×2, 投诉×5, 现金分期×4","权益商城(9%), 账单详情(43%), 还款页面(24%), 高端卡专区(24%)",年消费突破10万,True,False,False,False,False,True,True,False,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007360,UID007360,47,深圳,H,成熟期,金卡,白金卡,XX银行银联白金信用卡,513300.0,4,0.8138,705241.26,58770.1,236349.03,59222.42,10471.22,136,47,11,81,28,7,up,78231.7,M0,0,0,1,2,low,high,96,low,,"12期×2, 5折×4, 出境游×2","还款页面(26%), 分期计算器(55%), 新手指引(14%), 高端卡专区(5%)",,False,True,False,False,False,True,True,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007361,UID007361,33,北京,M,成长期,普通,金卡,XX银行YOUNG卡（青年版）,18600.0,1,0.1741,154541.1,12878.42,39643.85,11626.69,2059.8,70,24,6,42,14,3,stable,6583.41,M0,0,0,0,6,low,medium,63,low,,"最低还款×2, 签证×2, 注销×4","境外消费专区(11%), 还款页面(39%), 分期计算器(36%), 账单详情(14%)",首次境外消费,True,True,False,False,False,True,False,True,True,True,,0,v1.0,2026-07-17T00:00:00+08:00
C007362,UID007362,39,长沙,M,成熟期,金卡,白金卡,XX银行经典版白金信用卡,210800.0,1,0.7881,94472.01,7872.67,16331.58,4413.36,1087.79,18,6,1,10,3,0,stable,7753.45,M0,0,0,22,8,low,medium,19,high,"活跃度骤降, 沉睡预警","固定额度×6, 退卡×8, 签证×8","新手指引(52%), 积分兑换(36%), 境外消费专区(5%), 额度管理(7%)",办理自动还款|首笔分期办理,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007363,UID007363,41,西安,L,成熟期,金卡,普卡,XX银行标准信用卡（普卡）,4600.0,1,0.3425,34684.49,2890.37,8772.09,3489.93,1103.37,5,1,0,3,1,0,stable,1879.55,M0,0,1,4,9,high,medium,8,high,"活跃度骤降, 沉睡预警","额度不够×8, 销户×8, 酒店×7","权益商城(43%), 还款页面(3%), 积分兑换(40%), 高端卡专区(14%)",,True,False,True,True,True,True,True,True,False,False,,0,v1.0,2026-07-17T00:00:00+08:00
C007364,UID007364,33,杭州,M,成熟期,金卡,金卡,XX银行携程旅行信用卡（金卡）,48600.0,1,0.3132,74250.09,6187.51,25029.77,9176.7,1704.89,13,4,1,7,2,0,up,3082.32,M0,0,1,0,8,low,medium,22,medium,活跃度骤降,"钻石卡×3, 年费×6, 接送机×2","还款页面(33%), 境外消费专区(20%), 账单详情(45%), 积分兑换(2%)",,True,True,False,False,False,True,True,True,True,False,,0,v1.0,2026-07-17T00:00:00+08:00
