contact_id,cust_id,campaign_id,channel,contact_time,contact_type,status,response_time_sec,cost
CONTACT_00082042,C003697,CAMP_2026_SUMMER,电话外呼,2026-07-01 13:33:00,marketing,clicked,44030,2.5
CONTACT_00082043,C000863,CAMP_2026_AI_TOKEN,邮件,2026-06-11 00:30:00,marketing,clicked,71965,0.01
CONTACT_00082044,C001930,CAMP_2026_AI_TOKEN,手机银行APP内消息,2026-04-16 05:15:00,marketing,opened,28611,0.01
CONTACT_00082045,C007654,CAMP_2026_NATIONAL,电话外呼,2026-06-28 13:39:00,marketing,bounced,0,2.5
CONTACT_00082046,C005570,CAMP_2026_UPGRADE,短信,2026-07-11 01:15:00,marketing,unsubscribed,0,0.06
CONTACT_00082047,C006446,CAMP_2026_CAMPUS,微信公众号,2026-07-13 10:57:00,marketing,clicked,30483,0.03
CONTACT_00082048,C005187,CAMP_2026_REFERRAL,手机银行APP内消息,2026-07-14 22:26:00,marketing,opened,68666,0.01
CONTACT_00082049,C003169,CAMP_2026_SPRINGFEST,短信,2026-07-01 06:53:00,marketing,opened,67030,0.06
CONTACT_00082050,C003247,CAMP_2026_SPRING_TRAVEL,短信,2026-06-05 17:18:00,marketing,bounced,0,0.06
CONTACT_00082051,C007511,CAMP_2026_CLOUD_FLASH,手机银行APP内消息,2026-04-16 06:15:00,marketing,opened,14282,0.01
CONTACT_00082052,C007292,,手机银行APP内消息,2026-06-22 09:47:00,transactional,opened,79220,0.01
CONTACT_00082053,C000554,CAMP_2026_MOVIE9,短信,2026-07-13 12:53:00,marketing,opened,60987,0.06
CONTACT_00082054,C007003,CAMP_2026_NEWUSER,邮件,2026-06-18 21:58:00,marketing,bounced,0,0.01
CONTACT_00082055,C006563,CAMP_2026_DOUBLE11,邮件,2026-07-10 11:59:00,marketing,opened,67793,0.01
CONTACT_00082056,C000587,CAMP_2026_BACK_SCHOOL,电话外呼,2026-06-22 15:38:00,marketing,unsubscribed,0,2.5
CONTACT_00082057,C006488,CAMP_2026_SPRINGFEST,电话外呼,2026-05-26 02:50:00,marketing,opened,14154,2.5
CONTACT_00082058,C001286,CAMP_2026_NEWUSER,手机银行APP内消息,2026-04-16 10:03:00,marketing,unsubscribed,0,0.01
CONTACT_00082059,C001362,,APP Push,2026-05-02 08:23:00,service,opened,63944,0.02
CONTACT_00082060,C004029,CAMP_2026_AI_TOKEN,手机银行APP内消息,2026-06-12 06:53:00,marketing,bounced,0,0.01
CONTACT_00082061,C005240,CAMP_2026_BACK_SCHOOL,APP Push,2026-07-14 23:52:00,marketing,sent,0,0.02
CONTACT_00082062,C005274,,邮件,2026-07-13 07:54:00,transactional,opened,35500,0.01
CONTACT_00082063,C003833,CAMP_2026_UPGRADE,短信,2026-06-21 04:38:00,marketing,opened,81736,0.06
CONTACT_00082064,C001486,CAMP_2026_UPGRADE,微信公众号,2026-04-18 10:14:00,marketing,delivered,0,0.03
CONTACT_00082065,C005439,CAMP_2026_CAMPUS,APP Push,2026-07-03 09:16:00,marketing,opened,37121,0.02
CONTACT_00082066,C002932,CAMP_2026_SPRING_TRAVEL,手机银行APP内消息,2026-07-05 15:38:00,marketing,clicked,19691,0.01
CONTACT_00082067,C002832,CAMP_2026_SPRINGFEST,电话外呼,2026-07-10 02:51:00,marketing,opened,19052,2.5
CONTACT_00082068,C000206,,邮件,2026-06-23 14:33:00,service,opened,85283,0.01
CONTACT_00082069,C004833,,微信公众号,2026-07-13 11:19:00,transactional,opened,45685,0.03
CONTACT_00082070,C003357,CAMP_2026_BIRTHDAY,微信公众号,2026-06-21 10:33:00,marketing,opened,69815,0.03
CONTACT_00082071,C000229,,手机银行APP内消息,2026-07-12 11:37:00,service,opened,53380,0.01
CONTACT_00082072,C004891,CAMP_2026_FAMILY,电话外呼,2026-06-07 03:55:00,marketing,clicked,46228,2.5
CONTACT_00082073,C005067,CAMP_2026_SUMMER,短信,2026-07-02 02:38:00,marketing,bounced,0,0.06
CONTACT_00082074,C001739,CAMP_2026_SUMMER,电话外呼,2026-07-07 14:34:00,marketing,opened,48364,2.5
CONTACT_00082075,C003962,CAMP_2026_NEWUSER,微信公众号,2026-04-16 01:16:00,marketing,sent,0,0.03
CONTACT_00082076,C007120,CAMP_2026_CROSSBORDER,邮件,2026-05-15 09:45:00,marketing,opened,7235,0.01
CONTACT_00082077,C007506,CAMP_2026_GREEN,电话外呼,2026-06-29 14:59:00,marketing,opened,58985,2.5
CONTACT_00082078,C002790,CAMP_2026_AI_TOKEN,手机银行APP内消息,2026-06-06 06:07:00,marketing,opened,50630,0.01
CONTACT_00082079,C005822,,APP Push,2026-06-17 23:59:00,transactional,opened,47730,0.02
CONTACT_00082080,C007776,CAMP_2026_CAMPUS,微信公众号,2026-05-27 04:02:00,marketing,opened,77260,0.03
CONTACT_00082081,C001355,CAMP_2026_FAMILY,手机银行APP内消息,2026-07-07 05:12:00,marketing,delivered,0,0.01
CONTACT_00082082,C000485,CAMP_2026_BIRTHDAY,电话外呼,2026-05-30 15:10:00,marketing,opened,73293,2.5
CONTACT_00082083,C001014,,APP Push,2026-06-16 17:31:00,transactional,clicked,22169,0.02
CONTACT_00082084,C007875,CAMP_2026_618,手机银行APP内消息,2026-06-21 14:54:00,marketing,opened,18676,0.01
CONTACT_00082085,C001073,CAMP_2026_NATIONAL,电话外呼,2026-07-07 10:59:00,marketing,opened,25231,2.5
CONTACT_00082086,C003633,CAMP_2026_AI_TOKEN,APP Push,2026-07-11 09:08:00,marketing,clicked,62250,0.02
CONTACT_00082087,C001564,CAMP_2026_APPLEPAY,APP Push,2026-05-15 17:31:00,marketing,bounced,0,0.02
CONTACT_00082088,C006880,CAMP_2026_CLOUD_FLASH,电话外呼,2026-05-27 01:06:00,marketing,opened,32267,2.5
CONTACT_00082089,C002574,,APP Push,2026-06-27 20:34:00,transactional,delivered,0,0.02
CONTACT_00082090,C007681,CAMP_2026_AI_TOKEN,手机银行APP内消息,2026-06-23 00:30:00,marketing,delivered,0,0.01
CONTACT_00082091,C004431,CAMP_2026_REFERRAL,微信公众号,2026-06-03 08:55:00,marketing,sent,0,0.03
CONTACT_00082092,C006192,CAMP_2026_MOVIE9,微信公众号,2026-05-04 08:33:00,marketing,clicked,42615,0.03
CONTACT_00082093,C007476,CAMP_2026_CAMPUS,APP Push,2026-07-14 09:29:00,marketing,clicked,20539,0.02
CONTACT_00082094,C005943,CAMP_2026_GREEN,短信,2026-05-07 17:03:00,marketing,delivered,0,0.06
CONTACT_00082095,C000395,,APP Push,2026-06-26 11:19:00,transactional,delivered,0,0.02
CONTACT_00082096,C007872,CAMP_2026_AI_TOKEN,电话外呼,2026-05-26 19:50:00,marketing,clicked,55463,2.5
CONTACT_00082097,C005367,CAMP_2026_NYE,手机银行APP内消息,2026-07-07 19:19:00,marketing,unsubscribed,0,0.01
CONTACT_00082098,C005851,CAMP_2026_DORMANT,手机银行APP内消息,2026-06-30 09:53:00,marketing,unsubscribed,0,0.01
CONTACT_00082099,C004799,CAMP_2026_NEWUSER,短信,2026-06-25 02:40:00,marketing,clicked,38928,0.06
CONTACT_00082100,C006797,CAMP_2026_WEDDING5,短信,2026-04-16 15:52:00,marketing,opened,83320,0.06
CONTACT_00082101,C005183,CAMP_2026_CLOUD_FLASH,电话外呼,2026-06-21 03:21:00,marketing,bounced,0,2.5
CONTACT_00082102,C004475,,短信,2026-07-04 12:15:00,transactional,clicked,50705,0.06
CONTACT_00082103,C002287,CAMP_2026_SPORTS,短信,2026-07-03 14:21:00,marketing,clicked,11012,0.06
CONTACT_00082104,C002703,CAMP_2026_SPRINGFEST,微信公众号,2026-07-14 01:12:00,marketing,opened,32422,0.03
CONTACT_00082105,C006287,CAMP_2026_AI_TOKEN,微信公众号,2026-07-12 00:56:00,marketing,sent,0,0.03
CONTACT_00082106,C000805,CAMP_2026_WOMEN,微信公众号,2026-07-12 16:45:00,marketing,opened,22516,0.03
CONTACT_00082107,C000551,,短信,2026-07-01 20:10:00,transactional,opened,84613,0.06
CONTACT_00082108,C007669,CAMP_2026_DORMANT,短信,2026-06-12 08:41:00,marketing,opened,52404,0.06
CONTACT_00082109,C000256,CAMP_2026_CAMPUS,邮件,2026-06-23 10:10:00,marketing,opened,73246,0.01
CONTACT_00082110,C004593,CAMP_2026_WOMEN,APP Push,2026-06-17 09:03:00,marketing,clicked,43682,0.02
CONTACT_00082111,C007681,CAMP_2026_WOMEN,微信公众号,2026-06-20 06:32:00,marketing,unsubscribed,0,0.03
CONTACT_00082112,C007421,,手机银行APP内消息,2026-06-26 19:25:00,service,opened,41300,0.01
CONTACT_00082113,C006440,,手机银行APP内消息,2026-07-05 10:59:00,transactional,delivered,0,0.01
CONTACT_00082114,C002121,CAMP_2026_GREEN,APP Push,2026-07-03 11:34:00,marketing,opened,9934,0.02
CONTACT_00082115,C004636,,电话外呼,2026-07-12 13:23:00,service,clicked,13296,2.5
CONTACT_00082116,C006771,,手机银行APP内消息,2026-07-08 22:31:00,transactional,clicked,32753,0.01
CONTACT_00082117,C000698,CAMP_2026_DOUBLE11,微信公众号,2026-07-03 14:03:00,marketing,delivered,0,0.03
CONTACT_00082118,C003880,CAMP_2026_CLOUD_FLASH,APP Push,2026-07-10 22:43:00,marketing,bounced,0,0.02
CONTACT_00082119,C000714,CAMP_2026_NEWUSER,APP Push,2026-06-15 18:25:00,marketing,clicked,53690,0.02
CONTACT_00082120,C005678,CAMP_2026_GREEN,短信,2026-04-16 16:34:00,marketing,unsubscribed,0,0.06
CONTACT_00082121,C005451,CAMP_2026_REFERRAL,APP Push,2026-06-24 10:52:00,marketing,opened,74856,0.02
CONTACT_00082122,C007592,,APP Push,2026-06-25 21:48:00,service,clicked,61753,0.02
CONTACT_00082123,C001583,CAMP_2026_DOUBLE11,短信,2026-05-25 23:16:00,marketing,opened,42530,0.06
CONTACT_00082124,C007752,CAMP_2026_SPORTS,邮件,2026-06-27 20:05:00,marketing,opened,11014,0.01
CONTACT_00082125,C001289,CAMP_2026_AI_TOKEN,电话外呼,2026-07-13 10:38:00,marketing,opened,57870,2.5
CONTACT_00082126,C003624,CAMP_2026_NEWUSER,邮件,2026-06-11 21:12:00,marketing,delivered,0,0.01
CONTACT_00082127,C001812,CAMP_2026_GREEN,手机银行APP内消息,2026-06-24 05:35:00,marketing,opened,33056,0.01
CONTACT_00082128,C001599,CAMP_2026_NATIONAL,微信公众号,2026-07-10 13:19:00,marketing,opened,44913,0.03
CONTACT_00082129,C006877,,APP Push,2026-06-18 01:31:00,service,opened,39745,0.02
CONTACT_00082130,C005486,CAMP_2026_CROSSBORDER,手机银行APP内消息,2026-06-20 11:38:00,marketing,opened,6367,0.01
CONTACT_00082131,C004371,CAMP_2026_NEWUSER,APP Push,2026-07-13 14:09:00,marketing,unsubscribed,0,0.02
CONTACT_00082132,C005220,CAMP_2026_NYE,邮件,2026-07-02 01:31:00,marketing,opened,66213,0.01
CONTACT_00082133,C001461,CAMP_2026_NATIONAL,APP Push,2026-06-28 07:01:00,marketing,opened,54148,0.02
CONTACT_00082134,C006828,CAMP_2026_SPRINGFEST,微信公众号,2026-06-17 07:57:00,marketing,opened,18241,0.03
CONTACT_00082135,C006572,CAMP_2026_NEWUSER,微信公众号,2026-07-07 12:47:00,marketing,opened,72560,0.03
CONTACT_00082136,C000427,CAMP_2026_618,APP Push,2026-06-07 07:25:00,marketing,opened,80512,0.02
CONTACT_00082137,C005269,CAMP_2026_CLOUD_FLASH,微信公众号,2026-05-13 10:46:00,marketing,unsubscribed,0,0.03
CONTACT_00082138,C004308,CAMP_2026_CLOUD_FLASH,邮件,2026-06-30 03:20:00,marketing,clicked,12656,0.01
CONTACT_00082139,C001062,CAMP_2026_CAMPUS,APP Push,2026-06-11 09:18:00,marketing,sent,0,0.02
CONTACT_00082140,C002621,CAMP_2026_REFERRAL,APP Push,2026-06-14 09:34:00,marketing,opened,43873,0.02
CONTACT_00082141,C002376,,微信公众号,2026-06-14 05:31:00,transactional,opened,45115,0.03
CONTACT_00082142,C004038,CAMP_2026_CLOUD_FLASH,APP Push,2026-07-03 15:24:00,marketing,opened,50034,0.02
CONTACT_00082143,C001273,CAMP_2026_BIRTHDAY,邮件,2026-05-22 18:20:00,marketing,delivered,0,0.01
CONTACT_00082144,C007913,CAMP_2026_CAMPUS,APP Push,2026-06-12 16:07:00,marketing,opened,60998,0.02
CONTACT_00082145,C001177,CAMP_2026_SUMMER,微信公众号,2026-06-26 13:17:00,marketing,delivered,0,0.03
CONTACT_00082146,C001336,CAMP_2026_SPORTS,手机银行APP内消息,2026-05-18 03:51:00,marketing,opened,12003,0.01
CONTACT_00082147,C000637,CAMP_2026_REFERRAL,邮件,2026-07-09 11:22:00,marketing,opened,80192,0.01
CONTACT_00082148,C004303,CAMP_2026_SPRING_TRAVEL,短信,2026-07-02 03:47:00,marketing,opened,77339,0.06
CONTACT_00082149,C005749,CAMP_2026_AI_TOKEN,微信公众号,2026-06-19 01:38:00,marketing,opened,14321,0.03
CONTACT_00082150,C000555,CAMP_2026_BIRTHDAY,电话外呼,2026-07-10 13:26:00,marketing,opened,55005,2.5
CONTACT_00082151,C001005,CAMP_2026_UPGRADE,短信,2026-05-26 22:10:00,marketing,delivered,0,0.06
CONTACT_00082152,C004632,,APP Push,2026-06-22 11:15:00,service,opened,81074,0.02
CONTACT_00082153,C001191,,手机银行APP内消息,2026-05-30 13:56:00,transactional,clicked,65854,0.01
CONTACT_00082154,C003051,CAMP_2026_NEWUSER,电话外呼,2026-07-12 12:48:00,marketing,unsubscribed,0,2.5
CONTACT_00082155,C004814,CAMP_2026_AI_TOKEN,APP Push,2026-07-09 10:02:00,marketing,delivered,0,0.02
CONTACT_00082156,C004202,CAMP_2026_AI_TOKEN,电话外呼,2026-06-09 04:17:00,marketing,opened,23682,2.5
CONTACT_00082157,C003091,CAMP_2026_SPRINGFEST,微信公众号,2026-07-02 02:14:00,marketing,opened,33846,0.03
CONTACT_00082158,C005641,CAMP_2026_CAMPUS,APP Push,2026-07-09 10:22:00,marketing,delivered,0,0.02
CONTACT_00082159,C006131,CAMP_2026_REFERRAL,微信公众号,2026-06-28 08:15:00,marketing,clicked,9905,0.03
CONTACT_00082160,C001845,CAMP_2026_GREEN,微信公众号,2026-07-03 07:51:00,marketing,opened,65692,0.03
CONTACT_00082161,C007936,CAMP_2026_NATIONAL,短信,2026-06-26 05:36:00,marketing,sent,0,0.06
CONTACT_00082162,C003036,,短信,2026-06-27 06:52:00,service,opened,9984,0.06
CONTACT_00082163,C005408,CAMP_2026_BACK_SCHOOL,微信公众号,2026-07-14 18:49:00,marketing,clicked,32065,0.03
CONTACT_00082164,C004262,,短信,2026-07-08 18:55:00,transactional,opened,10468,0.06
CONTACT_00082165,C004374,CAMP_2026_MOVIE9,微信公众号,2026-06-14 06:47:00,marketing,opened,36089,0.03
CONTACT_00082166,C005818,CAMP_2026_WEDDING5,手机银行APP内消息,2026-07-04 13:43:00,marketing,opened,63500,0.01
CONTACT_00082167,C002730,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-06-16 16:05:00,marketing,delivered,0,0.03
CONTACT_00082168,C002828,CAMP_2026_SPORTS,电话外呼,2026-06-25 23:35:00,marketing,clicked,60410,2.5
CONTACT_00082169,C000875,CAMP_2026_GREEN,APP Push,2026-06-18 10:54:00,marketing,clicked,58587,0.02
CONTACT_00082170,C007180,CAMP_2026_UPGRADE,邮件,2026-07-07 08:24:00,marketing,bounced,0,0.01
CONTACT_00082171,C001254,CAMP_2026_APPLEPAY,邮件,2026-07-14 21:08:00,marketing,opened,1302,0.01
CONTACT_00082172,C003764,CAMP_2026_CAMPUS,手机银行APP内消息,2026-07-07 21:44:00,marketing,opened,44216,0.01
CONTACT_00082173,C001337,CAMP_2026_SUMMER,微信公众号,2026-07-07 15:47:00,marketing,clicked,9629,0.03
CONTACT_00082174,C001484,CAMP_2026_SPRINGFEST,APP Push,2026-07-06 04:27:00,marketing,unsubscribed,0,0.02
CONTACT_00082175,C004687,CAMP_2026_AI_TOKEN,手机银行APP内消息,2026-07-13 02:49:00,marketing,opened,33112,0.01
CONTACT_00082176,C003790,CAMP_2026_CLOUD_FLASH,电话外呼,2026-06-25 14:40:00,marketing,opened,11791,2.5
CONTACT_00082177,C003823,,邮件,2026-06-21 23:36:00,service,opened,26146,0.01
CONTACT_00082178,C007254,CAMP_2026_SUMMER,APP Push,2026-04-16 19:38:00,marketing,opened,47563,0.02
CONTACT_00082179,C000468,CAMP_2026_UPGRADE,短信,2026-07-04 07:12:00,marketing,clicked,33666,0.06
CONTACT_00082180,C000488,CAMP_2026_APPLEPAY,APP Push,2026-04-16 19:34:00,marketing,opened,18018,0.02
CONTACT_00082181,C002097,CAMP_2026_618,微信公众号,2026-07-11 03:15:00,marketing,opened,57882,0.03
CONTACT_00082182,C006723,CAMP_2026_BACK_SCHOOL,邮件,2026-06-19 17:38:00,marketing,opened,64840,0.01
CONTACT_00082183,C000837,CAMP_2026_APPLEPAY,电话外呼,2026-07-13 22:36:00,marketing,clicked,79247,2.5
CONTACT_00082184,C003307,CAMP_2026_AI_TOKEN,电话外呼,2026-06-23 16:44:00,marketing,delivered,0,2.5
CONTACT_00082185,C007175,CAMP_2026_DORMANT,APP Push,2026-06-16 06:18:00,marketing,opened,52700,0.02
CONTACT_00082186,C007485,,邮件,2026-06-11 00:34:00,service,delivered,0,0.01
CONTACT_00082187,C000482,CAMP_2026_SPORTS,微信公众号,2026-07-12 07:05:00,marketing,opened,70709,0.03
CONTACT_00082188,C007863,CAMP_2026_FAMILY,邮件,2026-07-11 17:55:00,marketing,delivered,0,0.01
CONTACT_00082189,C002516,,微信公众号,2026-06-25 01:50:00,service,clicked,85440,0.03
CONTACT_00082190,C000403,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-05-28 15:31:00,marketing,clicked,61412,2.5
CONTACT_00082191,C000617,CAMP_2026_DORMANT,微信公众号,2026-06-19 23:38:00,marketing,opened,11121,0.03
CONTACT_00082192,C000264,CAMP_2026_SPRING_TRAVEL,手机银行APP内消息,2026-07-09 03:30:00,marketing,bounced,0,0.01
CONTACT_00082193,C001781,CAMP_2026_NYE,邮件,2026-07-12 07:13:00,marketing,opened,85350,0.01
CONTACT_00082194,C001258,CAMP_2026_WEDDING5,APP Push,2026-06-27 02:02:00,marketing,opened,24054,0.02
CONTACT_00082195,C001855,CAMP_2026_SUMMER,微信公众号,2026-07-07 07:06:00,marketing,unsubscribed,0,0.03
CONTACT_00082196,C004690,CAMP_2026_BACK_SCHOOL,APP Push,2026-07-03 14:51:00,marketing,clicked,62664,0.02
CONTACT_00082197,C003540,CAMP_2026_GREEN,电话外呼,2026-05-22 06:04:00,marketing,clicked,41599,2.5
CONTACT_00082198,C005826,CAMP_2026_REFERRAL,手机银行APP内消息,2026-07-05 09:52:00,marketing,sent,0,0.01
CONTACT_00082199,C006920,CAMP_2026_MOVIE9,APP Push,2026-07-14 21:17:00,marketing,opened,25918,0.02
CONTACT_00082200,C002257,CAMP_2026_FAMILY,电话外呼,2026-07-14 10:52:00,marketing,opened,73269,2.5
CONTACT_00082201,C001052,CAMP_2026_NATIONAL,微信公众号,2026-06-23 08:17:00,marketing,clicked,17423,0.03
CONTACT_00082202,C003764,,手机银行APP内消息,2026-07-07 23:37:00,transactional,clicked,50791,0.01
CONTACT_00082203,C006472,CAMP_2026_BACK_SCHOOL,邮件,2026-07-13 01:03:00,marketing,clicked,32265,0.01
CONTACT_00082204,C001513,CAMP_2026_AI_TOKEN,电话外呼,2026-06-23 19:07:00,marketing,opened,45058,2.5
CONTACT_00082205,C005330,CAMP_2026_SPORTS,邮件,2026-05-25 21:42:00,marketing,clicked,15745,0.01
CONTACT_00082206,C003898,CAMP_2026_SPRINGFEST,APP Push,2026-06-29 03:40:00,marketing,opened,76095,0.02
CONTACT_00082207,C003362,,电话外呼,2026-06-14 18:12:00,transactional,clicked,8707,2.5
CONTACT_00082208,C001559,,微信公众号,2026-06-01 14:47:00,transactional,unsubscribed,0,0.03
CONTACT_00082209,C004446,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-07-03 14:38:00,marketing,opened,59420,2.5
CONTACT_00082210,C007355,CAMP_2026_POINTS_BOOST,微信公众号,2026-06-12 22:10:00,marketing,unsubscribed,0,0.03
CONTACT_00082211,C006599,,微信公众号,2026-06-29 07:53:00,transactional,unsubscribed,0,0.03
CONTACT_00082212,C005491,CAMP_2026_SUMMER,邮件,2026-07-14 12:05:00,marketing,bounced,0,0.01
CONTACT_00082213,C003170,CAMP_2026_SPRINGFEST,APP Push,2026-06-08 17:43:00,marketing,clicked,81267,0.02
CONTACT_00082214,C001357,CAMP_2026_SPRINGFEST,邮件,2026-06-07 01:21:00,marketing,opened,21032,0.01
CONTACT_00082215,C006970,CAMP_2026_CROSSBORDER,手机银行APP内消息,2026-07-12 18:42:00,marketing,clicked,22407,0.01
CONTACT_00082216,C001135,CAMP_2026_WOMEN,手机银行APP内消息,2026-07-12 21:37:00,marketing,unsubscribed,0,0.01
CONTACT_00082217,C002188,CAMP_2026_NEWUSER,邮件,2026-07-12 06:12:00,marketing,opened,84975,0.01
CONTACT_00082218,C006699,CAMP_2026_WOMEN,邮件,2026-06-14 02:11:00,marketing,opened,75662,0.01
CONTACT_00082219,C006464,,邮件,2026-06-06 02:58:00,service,opened,58723,0.01
CONTACT_00082220,C006375,CAMP_2026_FAMILY,短信,2026-04-19 04:15:00,marketing,opened,12081,0.06
CONTACT_00082221,C003663,,电话外呼,2026-07-04 01:45:00,service,clicked,17131,2.5
CONTACT_00082222,C003477,CAMP_2026_SPRINGFEST,微信公众号,2026-04-24 06:52:00,marketing,delivered,0,0.03
CONTACT_00082223,C005754,CAMP_2026_POINTS_BOOST,APP Push,2026-05-25 10:51:00,marketing,opened,22925,0.02
CONTACT_00082224,C001091,,邮件,2026-07-11 05:51:00,service,unsubscribed,0,0.01
CONTACT_00082225,C003049,,短信,2026-06-01 03:49:00,transactional,opened,30800,0.06
CONTACT_00082226,C001213,CAMP_2026_SPRINGFEST,手机银行APP内消息,2026-06-28 17:55:00,marketing,opened,3189,0.01
CONTACT_00082227,C002569,,邮件,2026-07-07 17:18:00,transactional,clicked,31524,0.01
CONTACT_00082228,C005244,CAMP_2026_SUMMER,电话外呼,2026-06-13 10:47:00,marketing,clicked,74619,2.5
CONTACT_00082229,C002623,CAMP_2026_BACK_SCHOOL,短信,2026-06-28 23:59:00,marketing,opened,16564,0.06
CONTACT_00082230,C005316,CAMP_2026_AI_TOKEN,电话外呼,2026-04-27 21:12:00,marketing,unsubscribed,0,2.5
CONTACT_00082231,C003406,CAMP_2026_SPRINGFEST,APP Push,2026-05-25 21:02:00,marketing,opened,27755,0.02
CONTACT_00082232,C000431,CAMP_2026_DOUBLE11,手机银行APP内消息,2026-07-12 17:58:00,marketing,delivered,0,0.01
CONTACT_00082233,C002927,CAMP_2026_APPLEPAY,邮件,2026-05-30 02:29:00,marketing,opened,565,0.01
CONTACT_00082234,C003717,CAMP_2026_AI_TOKEN,APP Push,2026-07-10 22:21:00,marketing,bounced,0,0.02
CONTACT_00082235,C002946,CAMP_2026_REFERRAL,邮件,2026-06-06 10:19:00,marketing,clicked,4482,0.01
CONTACT_00082236,C000474,CAMP_2026_BACK_SCHOOL,APP Push,2026-05-22 18:18:00,marketing,opened,84592,0.02
CONTACT_00082237,C000824,CAMP_2026_APPLEPAY,手机银行APP内消息,2026-05-22 09:31:00,marketing,opened,52416,0.01
CONTACT_00082238,C000209,CAMP_2026_GREEN,微信公众号,2026-06-25 17:03:00,marketing,opened,63820,0.03
CONTACT_00082239,C005797,CAMP_2026_CLOUD_FLASH,手机银行APP内消息,2026-04-16 07:01:00,marketing,opened,44939,0.01
CONTACT_00082240,C004585,CAMP_2026_SPRINGFEST,微信公众号,2026-07-14 19:09:00,marketing,clicked,23711,0.03
CONTACT_00082241,C000516,CAMP_2026_NEWUSER,邮件,2026-06-03 10:19:00,marketing,opened,58811,0.01
CONTACT_00082242,C000112,CAMP_2026_GREEN,短信,2026-07-06 23:53:00,marketing,opened,85652,0.06
CONTACT_00082243,C000208,CAMP_2026_618,电话外呼,2026-06-16 11:26:00,marketing,unsubscribed,0,2.5
CONTACT_00082244,C000755,CAMP_2026_REFERRAL,手机银行APP内消息,2026-06-29 01:36:00,marketing,opened,12208,0.01
CONTACT_00082245,C000059,CAMP_2026_FAMILY,电话外呼,2026-07-11 02:43:00,marketing,opened,70191,2.5
CONTACT_00082246,C004881,CAMP_2026_SPRING_TRAVEL,手机银行APP内消息,2026-04-19 13:13:00,marketing,unsubscribed,0,0.01
CONTACT_00082247,C007839,CAMP_2026_DORMANT,电话外呼,2026-06-27 20:20:00,marketing,clicked,6006,2.5
CONTACT_00082248,C007300,CAMP_2026_CAMPUS,短信,2026-07-04 22:00:00,marketing,clicked,38178,0.06
CONTACT_00082249,C003397,CAMP_2026_GREEN,电话外呼,2026-04-16 02:19:00,marketing,clicked,63264,2.5
CONTACT_00082250,C002378,CAMP_2026_UPGRADE,微信公众号,2026-07-02 10:08:00,marketing,delivered,0,0.03
CONTACT_00082251,C004940,CAMP_2026_WEDDING5,手机银行APP内消息,2026-06-05 08:26:00,marketing,clicked,79980,0.01
CONTACT_00082252,C005029,CAMP_2026_SPORTS,APP Push,2026-07-03 02:13:00,marketing,opened,49734,0.02
CONTACT_00082253,C001651,CAMP_2026_POINTS_BOOST,邮件,2026-07-10 05:49:00,marketing,opened,49255,0.01
CONTACT_00082254,C001023,CAMP_2026_DOUBLE11,电话外呼,2026-06-06 00:43:00,marketing,opened,69065,2.5
CONTACT_00082255,C002373,CAMP_2026_REFERRAL,邮件,2026-07-01 18:03:00,marketing,opened,420,0.01
CONTACT_00082256,C007784,CAMP_2026_FAMILY,电话外呼,2026-06-04 23:40:00,marketing,opened,13782,2.5
CONTACT_00082257,C004502,CAMP_2026_BACK_SCHOOL,邮件,2026-07-11 16:29:00,marketing,clicked,22119,0.01
CONTACT_00082258,C006198,CAMP_2026_618,微信公众号,2026-06-29 07:39:00,marketing,opened,57297,0.03
CONTACT_00082259,C004781,,电话外呼,2026-06-15 07:32:00,service,bounced,0,2.5
CONTACT_00082260,C003713,CAMP_2026_NEWUSER,短信,2026-06-30 14:43:00,marketing,opened,78705,0.06
CONTACT_00082261,C006141,CAMP_2026_BACK_SCHOOL,APP Push,2026-06-14 18:02:00,marketing,unsubscribed,0,0.02
CONTACT_00082262,C003979,CAMP_2026_APPLEPAY,短信,2026-07-14 15:14:00,marketing,opened,31228,0.06
CONTACT_00082263,C005226,CAMP_2026_SUMMER,微信公众号,2026-05-10 13:54:00,marketing,opened,86217,0.03
CONTACT_00082264,C004389,CAMP_2026_BIRTHDAY,短信,2026-06-22 17:09:00,marketing,opened,32918,0.06
CONTACT_00082265,C001040,CAMP_2026_BIRTHDAY,APP Push,2026-04-16 01:31:00,marketing,clicked,2364,0.02
CONTACT_00082266,C007879,CAMP_2026_618,邮件,2026-06-11 06:59:00,marketing,unsubscribed,0,0.01
CONTACT_00082267,C000278,CAMP_2026_UPGRADE,短信,2026-05-18 20:42:00,marketing,opened,81611,0.06
CONTACT_00082268,C003213,CAMP_2026_AI_TOKEN,手机银行APP内消息,2026-06-21 03:51:00,marketing,opened,2981,0.01
CONTACT_00082269,C001051,CAMP_2026_BIRTHDAY,邮件,2026-06-28 19:17:00,marketing,opened,63324,0.01
CONTACT_00082270,C000204,CAMP_2026_CROSSBORDER,短信,2026-04-23 11:17:00,marketing,clicked,74636,0.06
CONTACT_00082271,C001287,,邮件,2026-05-04 12:24:00,service,unsubscribed,0,0.01
CONTACT_00082272,C000411,CAMP_2026_DORMANT,短信,2026-07-13 22:32:00,marketing,delivered,0,0.06
